Id,Time[ns],I²S
118,13782700.00000000000000000000,Right channel: 00000000
119,13814700.00000000000000000000,Left channel: 002b8efe
120,13846720.00000000000000000000,Right channel: 00000000
121,13878720.00000000000000000000,Left channel: 0036ed29
122,13910720.00000000000000000000,Right channel: 00000000
123,13942720.00000000000000000000,Left channel: 0004e743
124,13974720.00000000000000000000,Right channel: 00000000
125,14006740.00000000000000000000,Left channel: 00ff8c1b
126,14038740.00000000000000000000,Right channel: 00000000
127,14070740.00000000000000000000,Left channel: 000b9551
128,14102740.00000000000000000000,Right channel: 00000000
129,14134760.00000000000000000000,Left channel: 000c61aa
130,14166760.00000000000000000000,Right channel: 00000000
131,14198760.00000000000000000000,Left channel: 00fb0cd4
132,14230760.00000000000000000000,Right channel: 00000000
133,14262780.00000000000000000000,Left channel: 00ed95b4
134,14294780.00000000000000000000,Right channel: 00000000
135,14326780.00000000000000000000,Left channel: 00f1f2ed
136,14358780.00000000000000000000,Right channel: 00000000
137,14390800.00000000000000000000,Left channel: 00ebdea6
138,14422800.00000000000000000000,Right channel: 00000000
139,14454800.00000000000000000000,Left channel: 00f2e34c
140,14486800.00000000000000000000,Right channel: 00000000
141,14518800.00000000000000000000,Left channel: 00fa9cad
142,14550820.00000000000000000000,Right channel: 00000000
143,14582820.00000000000000000000,Left channel: 00fb066a
144,14614820.00000000000000000000,Right channel: 00000000
145,14646820.00000000000000000000,Left channel: 00051d5f
146,14678840.00000000000000000000,Right channel: 00000000
147,14710840.00000000000000000000,Left channel: 00100e68
148,14742840.00000000000000000000,Right channel: 00000000
149,14774840.00000000000000000000,Left channel: 000de47f
150,14806860.00000000000000000000,Right channel: 00000000
151,14838860.00000000000000000000,Left channel: 000355f3
152,14870860.00000000000000000000,Right channel: 00000000
153,14902860.00000000000000000000,Left channel: 000072c6
154,14934880.00000000000000000000,Right channel: 00000000
155,14966880.00000000000000000000,Left channel: 00005afa
156,14998880.00000000000000000000,Right channel: 00000000
157,15030880.00000000000000000000,Left channel: 00f87d68
158,15062880.00000000000000000000,Right channel: 00000000
159,15094900.00000000000000000000,Left channel: 00ef09f6
160,15126900.00000000000000000000,Right channel: 00000000
161,15158900.00000000000000000000,Left channel: 00f5aa20
162,15190900.00000000000000000000,Right channel: 00000000
163,15222920.00000000000000000000,Left channel: 00feded0
164,15254920.00000000000000000000,Right channel: 00000000
165,15286920.00000000000000000000,Left channel: 00066bcc
166,15318920.00000000000000000000,Right channel: 00000000
167,15350940.00000000000000000000,Left channel: 000743ac
168,15382940.00000000000000000000,Right channel: 00000000
169,15414940.00000000000000000000,Left channel: 000c2201
170,15446940.00000000000000000000,Right channel: 00000000
171,15478960.00000000000000000000,Left channel: 000a92a7
172,15510960.00000000000000000000,Right channel: 00000000
173,15542960.00000000000000000000,Left channel: 00fe2b58
174,15574960.00000000000000000000,Right channel: 00000000
175,15606960.00000000000000000000,Left channel: 00f9fe1d
176,15638980.00000000000000000000,Right channel: 00000000
177,15670980.00000000000000000000,Left channel: 00fae3e4
178,15702980.00000000000000000000,Right channel: 00000000
179,15734980.00000000000000000000,Left channel: 0001f9bb
180,15767000.00000000000000000000,Right channel: 00000000
181,15799000.00000000000000000000,Left channel: 00fe3dab
182,15831000.00000000000000000000,Right channel: 00000000
183,15863000.00000000000000000000,Left channel: 00fc1423
184,15895020.00000000000000000000,Right channel: 00000000
185,15927020.00000000000000000000,Left channel: 00ff1b00
186,15959020.00000000000000000000,Right channel: 00000000
187,15991020.00000000000000000000,Left channel: 00069ea9
188,16023040.00000000000000000000,Right channel: 00000000
189,16055040.00000000000000000000,Left channel: 0008f1be
190,16087040.00000000000000000000,Right channel: 00000000
191,16119040.00000000000000000000,Left channel: 000a1848
192,16151040.00000000000000000000,Right channel: 00000000
193,16183060.00000000000000000000,Left channel: 00089f32
194,16215060.00000000000000000000,Right channel: 00000000
195,16247060.00000000000000000000,Left channel: 0002cf0a
196,16279060.00000000000000000000,Right channel: 00000000
197,16311080.00000000000000000000,Left channel: 00fac082
198,16343080.00000000000000000000,Right channel: 00000000
199,16375080.00000000000000000000,Left channel: 00f8d97b
200,16407080.00000000000000000000,Right channel: 00000000
201,16439100.00000000000000000000,Left channel: 00fd8fe0
202,16471100.00000000000000000000,Right channel: 00000000
203,16503100.00000000000000000000,Left channel: 00ff66ff
204,16535100.00000000000000000000,Right channel: 00000000
205,16567120.00000000000000000000,Left channel: 00fafedc
206,16599120.00000000000000000000,Right channel: 00000000
207,16631120.00000000000000000000,Left channel: 00fe7846
208,16663120.00000000000000000000,Right channel: 00000000
209,16695120.00000000000000000000,Left channel: 00046067
210,16727140.00000000000000000000,Right channel: 00000000
211,16759140.00000000000000000000,Left channel: 0005de43
212,16791140.00000000000000000000,Right channel: 00000000
213,16823140.00000000000000000000,Left channel: 0002dd51
214,16855160.00000000000000000000,Right channel: 00000000
215,16887160.00000000000000000000,Left channel: 000154e7
216,16919160.00000000000000000000,Right channel: 00000000
217,16951160.00000000000000000000,Left channel: 00035466
218,16983180.00000000000000000000,Right channel: 00000000
219,17015180.00000000000000000000,Left channel: 0001aa8c
220,17047180.00000000000000000000,Right channel: 00000000
221,17079180.00000000000000000000,Left channel: 00fb5fc6
222,17111200.00000000000000000000,Right channel: 00000000
223,17143200.00000000000000000000,Left channel: 00fdfdae
224,17175200.00000000000000000000,Right channel: 00000000
225,17207200.00000000000000000000,Left channel: 00fb107c
226,17239200.00000000000000000000,Right channel: 00000000
227,17271220.00000000000000000000,Left channel: 00ff0f78
228,17303220.00000000000000000000,Right channel: 00000000
229,17335220.00000000000000000000,Left channel: 00019be4
230,17367220.00000000000000000000,Right channel: 00000000
231,17399240.00000000000000000000,Left channel: 00ff7366
232,17431240.00000000000000000000,Right channel: 00000000
233,17463240.00000000000000000000,Left channel: 00039dbe
234,17495240.00000000000000000000,Right channel: 00000000
235,17527260.00000000000000000000,Left channel: 00024585
236,17559260.00000000000000000000,Right channel: 00000000
237,17591260.00000000000000000000,Left channel: 00ffaa6f
238,17623260.00000000000000000000,Right channel: 00000000
239,17655280.00000000000000000000,Left channel: 00fe03df
240,17687280.00000000000000000000,Right channel: 00000000
241,17719280.00000000000000000000,Left channel: 00fd898e
242,17751280.00000000000000000000,Right channel: 00000000
243,17783280.00000000000000000000,Left channel: 00022735
244,17815300.00000000000000000000,Right channel: 00000000
245,17847300.00000000000000000000,Left channel: 00fcc978
246,17879300.00000000000000000000,Right channel: 00000000
247,17911300.00000000000000000000,Left channel: 00fa3329
248,17943320.00000000000000000000,Right channel: 00000000
249,17975320.00000000000000000000,Left channel: 00fe0a83
250,18007320.00000000000000000000,Right channel: 00000000
251,18039320.00000000000000000000,Left channel: 00036ada
252,18071340.00000000000000000000,Right channel: 00000000
253,18103340.00000000000000000000,Left channel: 000076fc
254,18135340.00000000000000000000,Right channel: 00000000
255,18167340.00000000000000000000,Left channel: 00ff90f1
256,18199360.00000000000000000000,Right channel: 00000000
257,18231360.00000000000000000000,Left channel: 00026c18
258,18263360.00000000000000000000,Right channel: 00000000
259,18295360.00000000000000000000,Left channel: 000143c4
260,18327360.00000000000000000000,Right channel: 00000000
261,18359380.00000000000000000000,Left channel: 000035e5
262,18391380.00000000000000000000,Right channel: 00000000
263,18423380.00000000000000000000,Left channel: 00ff0e63
264,18455380.00000000000000000000,Right channel: 00000000
265,18487400.00000000000000000000,Left channel: 00fd41f1
266,18519400.00000000000000000000,Right channel: 00000000
267,18551400.00000000000000000000,Left channel: 00ffef2e
268,18583400.00000000000000000000,Right channel: 00000000
269,18615420.00000000000000000000,Left channel: 00fea13e
270,18647420.00000000000000000000,Right channel: 00000000
271,18679420.00000000000000000000,Left channel: 00fffe1d
272,18711420.00000000000000000000,Right channel: 00000000
273,18743440.00000000000000000000,Left channel: 00fd189f
274,18775440.00000000000000000000,Right channel: 00000000
275,18807440.00000000000000000000,Left channel: 00fd5dfc
276,18839440.00000000000000000000,Right channel: 00000000
277,18871440.00000000000000000000,Left channel: 0002c4e0
278,18903460.00000000000000000000,Right channel: 00000000
279,18935460.00000000000000000000,Left channel: 00019c07
280,18967460.00000000000000000000,Right channel: 00000000
281,18999460.00000000000000000000,Left channel: 000163a1
282,19031480.00000000000000000000,Right channel: 00000000
283,19063480.00000000000000000000,Left channel: 0002bdc2
284,19095480.00000000000000000000,Right channel: 00000000
285,19127480.00000000000000000000,Left channel: 00027ae2
286,19159500.00000000000000000000,Right channel: 00000000
287,19191500.00000000000000000000,Left channel: 00fda807
288,19223500.00000000000000000000,Right channel: 00000000
289,19255500.00000000000000000000,Left channel: 00001013
290,19287520.00000000000000000000,Right channel: 00000000
291,19319520.00000000000000000000,Left channel: 00006478
292,19351520.00000000000000000000,Right channel: 00000000
293,19383520.00000000000000000000,Left channel: 00019f75
294,19415520.00000000000000000000,Right channel: 00000000
295,19447540.00000000000000000000,Left channel: 00ff13ae
296,19479540.00000000000000000000,Right channel: 00000000
297,19511540.00000000000000000000,Left channel: 00ffb4dd
298,19543540.00000000000000000000,Right channel: 00000000
299,19575560.00000000000000000000,Left channel: 0001741b
300,19607560.00000000000000000000,Right channel: 00000000
301,19639560.00000000000000000000,Left channel: 000137c6
302,19671560.00000000000000000000,Right channel: 00000000
303,19703580.00000000000000000000,Left channel: 00fe4292
304,19735580.00000000000000000000,Right channel: 00000000
305,19767580.00000000000000000000,Left channel: 0000843e
306,19799580.00000000000000000000,Right channel: 00000000
307,19831600.00000000000000000000,Left channel: 00fdd6e9
308,19863600.00000000000000000000,Right channel: 00000000
309,19895600.00000000000000000000,Left channel: 00fd5476
310,19927600.00000000000000000000,Right channel: 00000000
311,19959600.00000000000000000000,Left channel: 00009fcf
312,19991620.00000000000000000000,Right channel: 00000000
313,20023620.00000000000000000000,Left channel: 00feb154
314,20055620.00000000000000000000,Right channel: 00000000
315,20087620.00000000000000000000,Left channel: 00004f03
316,20119640.00000000000000000000,Right channel: 00000000
317,20151640.00000000000000000000,Left channel: 00fe5017
318,20183640.00000000000000000000,Right channel: 00000000
319,20215640.00000000000000000000,Left channel: 0001bea7
320,20247660.00000000000000000000,Right channel: 00000000
321,20279660.00000000000000000000,Left channel: 00027754
322,20311660.00000000000000000000,Right channel: 00000000
323,20343660.00000000000000000000,Left channel: 00fe8056
324,20375680.00000000000000000000,Right channel: 00000000
325,20407680.00000000000000000000,Left channel: 0000f290
326,20439680.00000000000000000000,Right channel: 00000000
327,20471680.00000000000000000000,Left channel: 00ffc66c
328,20503680.00000000000000000000,Right channel: 00000000
329,20535700.00000000000000000000,Left channel: 00009380
330,20567700.00000000000000000000,Right channel: 00000000
331,20599700.00000000000000000000,Left channel: 00026247
332,20631700.00000000000000000000,Right channel: 00000000
333,20663720.00000000000000000000,Left channel: 00fe57bf
334,20695720.00000000000000000000,Right channel: 00000000
335,20727720.00000000000000000000,Left channel: 00ffe6df
336,20759720.00000000000000000000,Right channel: 00000000
337,20791740.00000000000000000000,Left channel: 00ff3cd1
338,20823740.00000000000000000000,Right channel: 00000000
339,20855740.00000000000000000000,Left channel: 00ffafae
340,20887740.00000000000000000000,Right channel: 00000000
341,20919760.00000000000000000000,Left channel: 0000f828
342,20951760.00000000000000000000,Right channel: 00000000
343,20983760.00000000000000000000,Left channel: 00022afb
344,21015760.00000000000000000000,Right channel: 00000000
345,21047760.00000000000000000000,Left channel: 000147d6
346,21079780.00000000000000000000,Right channel: 00000000
347,21111780.00000000000000000000,Left channel: 00ffb281
348,21143780.00000000000000000000,Right channel: 00000000
349,21175780.00000000000000000000,Left channel: 00ffac7c
350,21207800.00000000000000000000,Right channel: 00000000
351,21239800.00000000000000000000,Left channel: 0000301f
352,21271800.00000000000000000000,Right channel: 00000000
353,21303800.00000000000000000000,Left channel: 00fdf49a
354,21335820.00000000000000000000,Right channel: 00000000
355,21367820.00000000000000000000,Left channel: 00fe5f93
356,21399820.00000000000000000000,Right channel: 00000000
357,21431820.00000000000000000000,Left channel: 0000aab7
358,21463840.00000000000000000000,Right channel: 00000000
359,21495840.00000000000000000000,Left channel: 00013e28
360,21527840.00000000000000000000,Right channel: 00000000
361,21559840.00000000000000000000,Left channel: 00021e87
362,21591840.00000000000000000000,Right channel: 00000000
363,21623860.00000000000000000000,Left channel: 00ff0265
364,21655860.00000000000000000000,Right channel: 00000000
365,21687860.00000000000000000000,Left channel: 00011bc0
366,21719860.00000000000000000000,Right channel: 00000000
367,21751880.00000000000000000000,Left channel: 00fe9f6e
368,21783880.00000000000000000000,Right channel: 00000000
369,21815880.00000000000000000000,Left channel: 0001ac5a
370,21847880.00000000000000000000,Right channel: 00000000
371,21879900.00000000000000000000,Left channel: 000017d1
372,21911900.00000000000000000000,Right channel: 00000000
373,21943900.00000000000000000000,Left channel: 00fd531d
374,21975900.00000000000000000000,Right channel: 00000000
375,22007920.00000000000000000000,Left channel: 00fe5295
376,22039920.00000000000000000000,Right channel: 00000000
377,22071920.00000000000000000000,Left channel: 00ffdd39
378,22103920.00000000000000000000,Right channel: 00000000
379,22135920.00000000000000000000,Left channel: 00fe5520
380,22167940.00000000000000000000,Right channel: 00000000
381,22199940.00000000000000000000,Left channel: 0001bdca
382,22231940.00000000000000000000,Right channel: 00000000
383,22263940.00000000000000000000,Left channel: 00ff814b
384,22295960.00000000000000000000,Right channel: 00000000
385,22327960.00000000000000000000,Left channel: 0001466f
386,22359960.00000000000000000000,Right channel: 00000000
387,22391960.00000000000000000000,Left channel: 00ff39ee
388,22423980.00000000000000000000,Right channel: 00000000
389,22455980.00000000000000000000,Left channel: 00ff7fb1
390,22487980.00000000000000000000,Right channel: 00000000
391,22519980.00000000000000000000,Left channel: 0001154c
392,22552000.00000000000000000000,Right channel: 00000000
393,22584000.00000000000000000000,Left channel: 00fcf227
394,22616000.00000000000000000000,Right channel: 00000000
395,22648000.00000000000000000000,Left channel: 00007608
396,22680020.00000000000000000000,Right channel: 00000000
397,22712020.00000000000000000000,Left channel: 00fdcf2c
398,22744020.00000000000000000000,Right channel: 00000000
399,22776020.00000000000000000000,Left channel: 00ff392a
400,22808020.00000000000000000000,Right channel: 00000000
401,22840040.00000000000000000000,Left channel: 000202c8
402,22872040.00000000000000000000,Right channel: 00000000
403,22904040.00000000000000000000,Left channel: 00fffd88
404,22936040.00000000000000000000,Right channel: 00000000
405,22968060.00000000000000000000,Left channel: 0000ba86
406,23000060.00000000000000000000,Right channel: 00000000
407,23032060.00000000000000000000,Left channel: 00ff0513
408,23064060.00000000000000000000,Right channel: 00000000
409,23096080.00000000000000000000,Left channel: 00ff974f
410,23128080.00000000000000000000,Right channel: 00000000
411,23160080.00000000000000000000,Left channel: 000195f7
412,23192080.00000000000000000000,Right channel: 00000000
413,23224100.00000000000000000000,Left channel: 00fde30d
414,23256100.00000000000000000000,Right channel: 00000000
415,23288100.00000000000000000000,Left channel: 00ffcc01
416,23320100.00000000000000000000,Right channel: 00000000
417,23352100.00000000000000000000,Left channel: 0000c456
418,23384120.00000000000000000000,Right channel: 00000000
419,23416120.00000000000000000000,Left channel: 0000697c
420,23448120.00000000000000000000,Right channel: 00000000
421,23480120.00000000000000000000,Left channel: 00ff2722
422,23512140.00000000000000000000,Right channel: 00000000
423,23544140.00000000000000000000,Left channel: 0000881d
424,23576140.00000000000000000000,Right channel: 00000000
425,23608140.00000000000000000000,Left channel: 00026f2c
426,23640160.00000000000000000000,Right channel: 00000000
427,23672160.00000000000000000000,Left channel: 000290c1
428,23704160.00000000000000000000,Right channel: 00000000
429,23736160.00000000000000000000,Left channel: 000186b3
430,23768160.00000000000000000000,Right channel: 00000000
431,23800180.00000000000000000000,Left channel: 00ffbe9c
432,23832180.00000000000000000000,Right channel: 00000000
433,23864180.00000000000000000000,Left channel: 00fced84
434,23896180.00000000000000000000,Right channel: 00000000
435,23928200.00000000000000000000,Left channel: 00ff8d4e
436,23960200.00000000000000000000,Right channel: 00000000
437,23992200.00000000000000000000,Left channel: 00fe2c07
438,24024200.00000000000000000000,Right channel: 00000000
439,24056220.00000000000000000000,Left channel: 00008a2f
440,24088220.00000000000000000000,Right channel: 00000000
441,24120220.00000000000000000000,Left channel: 00fdce71
442,24152220.00000000000000000000,Right channel: 00000000
443,24184240.00000000000000000000,Left channel: 00014445
444,24216240.00000000000000000000,Right channel: 00000000
445,24248240.00000000000000000000,Left channel: 00020426
446,24280240.00000000000000000000,Right channel: 00000000
447,24312240.00000000000000000000,Left channel: 00fff01b
448,24344260.00000000000000000000,Right channel: 00000000
449,24376260.00000000000000000000,Left channel: 00008e59
450,24408260.00000000000000000000,Right channel: 00000000
451,24440260.00000000000000000000,Left channel: 00014467
452,24472280.00000000000000000000,Right channel: 00000000
453,24504280.00000000000000000000,Left channel: 0001b52c
454,24536280.00000000000000000000,Right channel: 00000000
455,24568280.00000000000000000000,Left channel: 00ffeca9
456,24600300.00000000000000000000,Right channel: 00000000
457,24632300.00000000000000000000,Left channel: 00fdc798
458,24664300.00000000000000000000,Right channel: 00000000
459,24696300.00000000000000000000,Left channel: 00fc9664
460,24728320.00000000000000000000,Right channel: 00000000
461,24760320.00000000000000000000,Left channel: 00fef189
462,24792320.00000000000000000000,Right channel: 00000000
463,24824320.00000000000000000000,Left channel: 00fefcd2
464,24856320.00000000000000000000,Right channel: 00000000
465,24888340.00000000000000000000,Left channel: 00feaf6a
466,24920340.00000000000000000000,Right channel: 00000000
467,24952340.00000000000000000000,Left channel: 00fe7bf6
468,24984340.00000000000000000000,Right channel: 00000000
469,25016360.00000000000000000000,Left channel: 00ffe79d
470,25048360.00000000000000000000,Right channel: 00000000
471,25080360.00000000000000000000,Left channel: 00026960
472,25112360.00000000000000000000,Right channel: 00000000
473,25144380.00000000000000000000,Left channel: 00ffcd20
474,25176380.00000000000000000000,Right channel: 00000000
475,25208380.00000000000000000000,Left channel: 0000e2a2
476,25240380.00000000000000000000,Right channel: 00000000
477,25272400.00000000000000000000,Left channel: 00029dab
478,25304400.00000000000000000000,Right channel: 00000000
479,25336400.00000000000000000000,Left channel: 000069e6
480,25368400.00000000000000000000,Right channel: 00000000
481,25400400.00000000000000000000,Left channel: 0000a59e
482,25432420.00000000000000000000,Right channel: 00000000
483,25464420.00000000000000000000,Left channel: 00fd6aeb
484,25496420.00000000000000000000,Right channel: 00000000
485,25528420.00000000000000000000,Left channel: 00ffbe4e
486,25560440.00000000000000000000,Right channel: 00000000
487,25592440.00000000000000000000,Left channel: 00ff0d30
488,25624440.00000000000000000000,Right channel: 00000000
489,25656440.00000000000000000000,Left channel: 00004b4b
490,25688460.00000000000000000000,Right channel: 00000000
491,25720460.00000000000000000000,Left channel: 00010440
492,25752460.00000000000000000000,Right channel: 00000000
493,25784460.00000000000000000000,Left channel: 00fdc4ae
494,25816480.00000000000000000000,Right channel: 00000000
495,25848480.00000000000000000000,Left channel: 00fff322
496,25880480.00000000000000000000,Right channel: 00000000
497,25912480.00000000000000000000,Left channel: 00ff9367
498,25944480.00000000000000000000,Right channel: 00000000
499,25976500.00000000000000000000,Left channel: 00021781
500,26008500.00000000000000000000,Right channel: 00000000
501,26040500.00000000000000000000,Left channel: 0001d4cd
502,26072500.00000000000000000000,Right channel: 00000000
503,26104520.00000000000000000000,Left channel: 00007ce9
504,26136520.00000000000000000000,Right channel: 00000000
505,26168520.00000000000000000000,Left channel: 00ff6273
506,26200520.00000000000000000000,Right channel: 00000000
507,26232540.00000000000000000000,Left channel: 00ff7276
508,26264540.00000000000000000000,Right channel: 00000000
509,26296540.00000000000000000000,Left channel: 0000c24a
510,26328540.00000000000000000000,Right channel: 00000000
511,26360560.00000000000000000000,Left channel: 00fef521
512,26392560.00000000000000000000,Right channel: 00000000
513,26424560.00000000000000000000,Left channel: 00007799
514,26456560.00000000000000000000,Right channel: 00000000
515,26488560.00000000000000000000,Left channel: 00feb90d
516,26520580.00000000000000000000,Right channel: 00000000
517,26552580.00000000000000000000,Left channel: 00fff18a
518,26584580.00000000000000000000,Right channel: 00000000
519,26616580.00000000000000000000,Left channel: 00fe8521
520,26648600.00000000000000000000,Right channel: 00000000
521,26680600.00000000000000000000,Left channel: 00006fb2
522,26712600.00000000000000000000,Right channel: 00000000
523,26744600.00000000000000000000,Left channel: 00019839
524,26776620.00000000000000000000,Right channel: 00000000
525,26808620.00000000000000000000,Left channel: 00012854
526,26840620.00000000000000000000,Right channel: 00000000
527,26872620.00000000000000000000,Left channel: 00001421
528,26904640.00000000000000000000,Right channel: 00000000
529,26936640.00000000000000000000,Left channel: 00fe5f43
530,26968640.00000000000000000000,Right channel: 00000000
531,27000640.00000000000000000000,Left channel: 00ff5cbc
532,27032640.00000000000000000000,Right channel: 00000000
533,27064660.00000000000000000000,Left channel: 00fde03e
534,27096660.00000000000000000000,Right channel: 00000000
535,27128660.00000000000000000000,Left channel: 00ffe337
536,27160660.00000000000000000000,Right channel: 00000000
537,27192680.00000000000000000000,Left channel: 00010cb9
538,27224680.00000000000000000000,Right channel: 00000000
539,27256680.00000000000000000000,Left channel: 00fec7a9
540,27288680.00000000000000000000,Right channel: 00000000
541,27320700.00000000000000000000,Left channel: 00030358
542,27352700.00000000000000000000,Right channel: 00000000
543,27384700.00000000000000000000,Left channel: 00ffd046
544,27416700.00000000000000000000,Right channel: 00000000
545,27448720.00000000000000000000,Left channel: 00002818
546,27480720.00000000000000000000,Right channel: 00000000
547,27512720.00000000000000000000,Left channel: 0002bcb1
548,27544720.00000000000000000000,Right channel: 00000000
549,27576720.00000000000000000000,Left channel: 0000fcd1
550,27608740.00000000000000000000,Right channel: 00000000
551,27640740.00000000000000000000,Left channel: 00001c97
552,27672740.00000000000000000000,Right channel: 00000000
553,27704740.00000000000000000000,Left channel: 00fcdca5
554,27736760.00000000000000000000,Right channel: 00000000
555,27768760.00000000000000000000,Left channel: 0001e45c
556,27800760.00000000000000000000,Right channel: 00000000
557,27832760.00000000000000000000,Left channel: 00fe2200
558,27864780.00000000000000000000,Right channel: 00000000
559,27896780.00000000000000000000,Left channel: 00002a4c
