Id,Time[ns],I²S
89,12854180.00000000000000000000,Left channel: 00218c60
90,12886180.00000000000000000000,Right channel: 00000000
91,12918180.00000000000000000000,Left channel: 0008b855
92,12950180.00000000000000000000,Right channel: 00000000
93,12982200.00000000000000000000,Left channel: 00ffb2ef
94,13014200.00000000000000000000,Right channel: 00000000
95,13046200.00000000000000000000,Left channel: 002527d5
96,13078200.00000000000000000000,Right channel: 00000000
97,13110220.00000000000000000000,Left channel: 00393609
98,13142220.00000000000000000000,Right channel: 00000000
99,13174220.00000000000000000000,Left channel: 00131a3c
100,13206220.00000000000000000000,Right channel: 00000000
101,13238240.00000000000000000000,Left channel: 00e48bce
102,13270240.00000000000000000000,Right channel: 00000000
103,13302240.00000000000000000000,Left channel: 00db465f
104,13334240.00000000000000000000,Right channel: 00000000
105,13366260.00000000000000000000,Left channel: 00f0aa29
106,13398260.00000000000000000000,Right channel: 00000000
107,13430260.00000000000000000000,Left channel: 00fb1105
108,13462260.00000000000000000000,Right channel: 00000000
109,13494280.00000000000000000000,Left channel: 00c7be2e
110,13526280.00000000000000000000,Right channel: 00000000
111,13558280.00000000000000000000,Left channel: 00bc1ab8
112,13590280.00000000000000000000,Right channel: 00000000
113,13622280.00000000000000000000,Left channel: 0031a238
114,13654300.00000000000000000000,Right channel: 00000000
115,13686300.00000000000000000000,Left channel: 0057d50e
116,13718300.00000000000000000000,Right channel: 00000000
117,13750300.00000000000000000000,Left channel: 00227580
118,13782320.00000000000000000000,Right channel: 00000000
119,13814320.00000000000000000000,Left channel: 0000f50a
120,13846320.00000000000000000000,Right channel: 00000000
121,13878320.00000000000000000000,Left channel: 0014fdb5
122,13910340.00000000000000000000,Right channel: 00000000
123,13942340.00000000000000000000,Left channel: 00212aa2
124,13974340.00000000000000000000,Right channel: 00000000
125,14006340.00000000000000000000,Left channel: 0002c30a
126,14038360.00000000000000000000,Right channel: 00000000
127,14070360.00000000000000000000,Left channel: 00e28011
128,14102360.00000000000000000000,Right channel: 00000000
129,14134360.00000000000000000000,Left channel: 00dcbde6
130,14166360.00000000000000000000,Right channel: 00000000
131,14198380.00000000000000000000,Left channel: 00d296b2
132,14230380.00000000000000000000,Right channel: 00000000
133,14262380.00000000000000000000,Left channel: 00dd0bab
134,14294380.00000000000000000000,Right channel: 00000000
135,14326400.00000000000000000000,Left channel: 00ecaa61
136,14358400.00000000000000000000,Right channel: 00000000
137,14390400.00000000000000000000,Left channel: 00f3b385
138,14422400.00000000000000000000,Right channel: 00000000
139,14454420.00000000000000000000,Left channel: 00fe29fb
140,14486420.00000000000000000000,Right channel: 00000000
141,14518420.00000000000000000000,Left channel: 0016af1e
142,14550420.00000000000000000000,Right channel: 00000000
143,14582440.00000000000000000000,Left channel: 00255069
144,14614440.00000000000000000000,Right channel: 00000000
145,14646440.00000000000000000000,Left channel: 001d971c
146,14678440.00000000000000000000,Right channel: 00000000
147,14710440.00000000000000000000,Left channel: 00098fd1
148,14742460.00000000000000000000,Right channel: 00000000
149,14774460.00000000000000000000,Left channel: 00fdf2cb
150,14806460.00000000000000000000,Right channel: 00000000
151,14838460.00000000000000000000,Left channel: 00eabfd1
152,14870480.00000000000000000000,Right channel: 00000000
153,14902480.00000000000000000000,Left channel: 00df2b56
154,14934480.00000000000000000000,Right channel: 00000000
155,14966480.00000000000000000000,Left channel: 00e96181
156,14998500.00000000000000000000,Right channel: 00000000
157,15030500.00000000000000000000,Left channel: 00f299f8
158,15062500.00000000000000000000,Right channel: 00000000
159,15094500.00000000000000000000,Left channel: 00f9f896
160,15126520.00000000000000000000,Right channel: 00000000
161,15158520.00000000000000000000,Left channel: 000d3540
162,15190520.00000000000000000000,Right channel: 00000000
163,15222520.00000000000000000000,Left channel: 001c65e1
164,15254520.00000000000000000000,Right channel: 00000000
165,15286540.00000000000000000000,Left channel: 001a0da2
166,15318540.00000000000000000000,Right channel: 00000000
167,15350540.00000000000000000000,Left channel: 0009ef59
168,15382540.00000000000000000000,Right channel: 00000000
169,15414560.00000000000000000000,Left channel: 00f8f24b
170,15446560.00000000000000000000,Right channel: 00000000
171,15478560.00000000000000000000,Left channel: 00fe00b9
172,15510560.00000000000000000000,Right channel: 00000000
173,15542580.00000000000000000000,Left channel: 000612aa
174,15574580.00000000000000000000,Right channel: 00000000
175,15606580.00000000000000000000,Left channel: 000235ab
176,15638580.00000000000000000000,Right channel: 00000000
177,15670600.00000000000000000000,Left channel: 00f3d23f
178,15702600.00000000000000000000,Right channel: 00000000
179,15734600.00000000000000000000,Left channel: 00f42fb6
180,15766600.00000000000000000000,Right channel: 00000000
181,15798600.00000000000000000000,Left channel: 0000ac5f
182,15830620.00000000000000000000,Right channel: 00000000
183,15862620.00000000000000000000,Left channel: 0011cf35
184,15894620.00000000000000000000,Right channel: 00000000
185,15926620.00000000000000000000,Left channel: 0014ca7c
186,15958640.00000000000000000000,Right channel: 00000000
187,15990640.00000000000000000000,Left channel: 000df353
188,16022640.00000000000000000000,Right channel: 00000000
189,16054640.00000000000000000000,Left channel: 0005ec83
190,16086660.00000000000000000000,Right channel: 00000000
191,16118660.00000000000000000000,Left channel: 00001fc1
192,16150660.00000000000000000000,Right channel: 00000000
193,16182660.00000000000000000000,Left channel: 00fc0ef4
194,16214660.00000000000000000000,Right channel: 00000000
195,16246680.00000000000000000000,Left channel: 00feba4b
196,16278680.00000000000000000000,Right channel: 00000000
197,16310680.00000000000000000000,Left channel: 00f9caa5
198,16342680.00000000000000000000,Right channel: 00000000
199,16374700.00000000000000000000,Left channel: 00f39546
200,16406700.00000000000000000000,Right channel: 00000000
201,16438700.00000000000000000000,Left channel: 00f874a5
202,16470700.00000000000000000000,Right channel: 00000000
203,16502720.00000000000000000000,Left channel: 00074d79
204,16534720.00000000000000000000,Right channel: 00000000
205,16566720.00000000000000000000,Left channel: 00085859
206,16598720.00000000000000000000,Right channel: 00000000
207,16630740.00000000000000000000,Left channel: 0003a069
208,16662740.00000000000000000000,Right channel: 00000000
209,16694740.00000000000000000000,Left channel: 0006a6be
210,16726740.00000000000000000000,Right channel: 00000000
211,16758760.00000000000000000000,Left channel: 000b968e
212,16790760.00000000000000000000,Right channel: 00000000
213,16822760.00000000000000000000,Left channel: 00042fb5
214,16854760.00000000000000000000,Right channel: 00000000
215,16886760.00000000000000000000,Left channel: 00f6c593
216,16918780.00000000000000000000,Right channel: 00000000
217,16950780.00000000000000000000,Left channel: 00f4090d
218,16982780.00000000000000000000,Right channel: 00000000
219,17014780.00000000000000000000,Left channel: 00f9d221
220,17046800.00000000000000000000,Right channel: 00000000
221,17078800.00000000000000000000,Left channel: 00030ff2
222,17110800.00000000000000000000,Right channel: 00000000
223,17142800.00000000000000000000,Left channel: 00fdec3c
224,17174820.00000000000000000000,Right channel: 00000000
225,17206820.00000000000000000000,Left channel: 00f8ba41
226,17238820.00000000000000000000,Right channel: 00000000
227,17270820.00000000000000000000,Left channel: 000091fe
228,17302840.00000000000000000000,Right channel: 00000000
229,17334840.00000000000000000000,Left channel: 00096ac9
230,17366840.00000000000000000000,Right channel: 00000000
231,17398840.00000000000000000000,Left channel: 000a03ea
232,17430840.00000000000000000000,Right channel: 00000000
233,17462860.00000000000000000000,Left channel: 00fede04
234,17494860.00000000000000000000,Right channel: 00000000
235,17526860.00000000000000000000,Left channel: 00fcad2f
236,17558860.00000000000000000000,Right channel: 00000000
237,17590880.00000000000000000000,Left channel: 00ffb9bc
238,17622880.00000000000000000000,Right channel: 00000000
239,17654880.00000000000000000000,Left channel: 00f9abbd
240,17686880.00000000000000000000,Right channel: 00000000
241,17718900.00000000000000000000,Left channel: 00f4c474
242,17750900.00000000000000000000,Right channel: 00000000
243,17782900.00000000000000000000,Left channel: 00f74845
244,17814900.00000000000000000000,Right channel: 00000000
245,17846900.00000000000000000000,Left channel: 00005fa7
246,17878920.00000000000000000000,Right channel: 00000000
247,17910920.00000000000000000000,Left channel: 000293f9
248,17942920.00000000000000000000,Right channel: 00000000
249,17974920.00000000000000000000,Left channel: 00fdc955
250,18006940.00000000000000000000,Right channel: 00000000
251,18038940.00000000000000000000,Left channel: 00fe46b0
252,18070940.00000000000000000000,Right channel: 00000000
253,18102940.00000000000000000000,Left channel: 000352ff
254,18134960.00000000000000000000,Right channel: 00000000
255,18166960.00000000000000000000,Left channel: 00058cac
256,18198960.00000000000000000000,Right channel: 00000000
257,18230960.00000000000000000000,Left channel: 00023640
258,18262980.00000000000000000000,Right channel: 00000000
259,18294980.00000000000000000000,Left channel: 00fd4cbe
260,18326980.00000000000000000000,Right channel: 00000000
261,18358980.00000000000000000000,Left channel: 00fad60c
262,18391000.00000000000000000000,Right channel: 00000000
263,18423000.00000000000000000000,Left channel: 00f99ddf
264,18455000.00000000000000000000,Right channel: 00000000
265,18487000.00000000000000000000,Left channel: 00fafc89
266,18519000.00000000000000000000,Right channel: 00000000
267,18551020.00000000000000000000,Left channel: 00fb7517
268,18583020.00000000000000000000,Right channel: 00000000
269,18615020.00000000000000000000,Left channel: 00fdff4a
270,18647020.00000000000000000000,Right channel: 00000000
271,18679040.00000000000000000000,Left channel: 0002013e
272,18711040.00000000000000000000,Right channel: 00000000
273,18743040.00000000000000000000,Left channel: 00019c90
274,18775040.00000000000000000000,Right channel: 00000000
275,18807060.00000000000000000000,Left channel: 0004f5ba
276,18839060.00000000000000000000,Right channel: 00000000
277,18871060.00000000000000000000,Left channel: 0008647c
278,18903060.00000000000000000000,Right channel: 00000000
279,18935060.00000000000000000000,Left channel: 0003df6c
280,18967080.00000000000000000000,Right channel: 00000000
281,18999080.00000000000000000000,Left channel: 00fced43
282,19031080.00000000000000000000,Right channel: 00000000
283,19063080.00000000000000000000,Left channel: 00fd3c1d
284,19095100.00000000000000000000,Right channel: 00000000
285,19127100.00000000000000000000,Left channel: 000205d1
286,19159100.00000000000000000000,Right channel: 00000000
287,19191100.00000000000000000000,Left channel: 0003bb3a
288,19223120.00000000000000000000,Right channel: 00000000
289,19255120.00000000000000000000,Left channel: 00ff09d3
290,19287120.00000000000000000000,Right channel: 00000000
291,19319120.00000000000000000000,Left channel: 00fe1d54
292,19351140.00000000000000000000,Right channel: 00000000
293,19383140.00000000000000000000,Left channel: 0004865d
294,19415140.00000000000000000000,Right channel: 00000000
295,19447140.00000000000000000000,Left channel: 0005127b
296,19479160.00000000000000000000,Right channel: 00000000
297,19511160.00000000000000000000,Left channel: 00ff60c8
298,19543160.00000000000000000000,Right channel: 00000000
299,19575160.00000000000000000000,Left channel: 00fdb7f1
300,19607160.00000000000000000000,Right channel: 00000000
301,19639180.00000000000000000000,Left channel: 00fc3bb1
302,19671180.00000000000000000000,Right channel: 00000000
303,19703180.00000000000000000000,Left channel: 00ff2d7e
304,19735180.00000000000000000000,Right channel: 00000000
305,19767200.00000000000000000000,Left channel: 00ffee33
306,19799200.00000000000000000000,Right channel: 00000000
307,19831200.00000000000000000000,Left channel: 00fda64a
308,19863200.00000000000000000000,Right channel: 00000000
309,19895220.00000000000000000000,Left channel: 00fd8aaa
310,19927220.00000000000000000000,Right channel: 00000000
311,19959220.00000000000000000000,Left channel: 00ff4692
312,19991220.00000000000000000000,Right channel: 00000000
313,20023220.00000000000000000000,Left channel: 0005bd19
314,20055240.00000000000000000000,Right channel: 00000000
315,20087240.00000000000000000000,Left channel: 000591d5
316,20119240.00000000000000000000,Right channel: 00000000
317,20151240.00000000000000000000,Left channel: 00fdd737
318,20183260.00000000000000000000,Right channel: 00000000
319,20215260.00000000000000000000,Left channel: 00fb5a8d
320,20247260.00000000000000000000,Right channel: 00000000
321,20279260.00000000000000000000,Left channel: 00fcc5a2
322,20311280.00000000000000000000,Right channel: 00000000
323,20343280.00000000000000000000,Left channel: 0001b854
324,20375280.00000000000000000000,Right channel: 00000000
325,20407280.00000000000000000000,Left channel: 000130d7
326,20439300.00000000000000000000,Right channel: 00000000
327,20471300.00000000000000000000,Left channel: 00fcf15d
328,20503300.00000000000000000000,Right channel: 00000000
329,20535300.00000000000000000000,Left channel: 00feb742
330,20567320.00000000000000000000,Right channel: 00000000
331,20599320.00000000000000000000,Left channel: 00024400
332,20631320.00000000000000000000,Right channel: 00000000
333,20663320.00000000000000000000,Left channel: 00036dd5
334,20695320.00000000000000000000,Right channel: 00000000
335,20727340.00000000000000000000,Left channel: 0002af28
336,20759340.00000000000000000000,Right channel: 00000000
337,20791340.00000000000000000000,Left channel: 0001a836
338,20823340.00000000000000000000,Right channel: 00000000
339,20855360.00000000000000000000,Left channel: 0000a5bd
340,20887360.00000000000000000000,Right channel: 00000000
341,20919360.00000000000000000000,Left channel: 00fd9a02
342,20951360.00000000000000000000,Right channel: 00000000
343,20983380.00000000000000000000,Left channel: 00fd8476
344,21015380.00000000000000000000,Right channel: 00000000
345,21047380.00000000000000000000,Left channel: 00fcdecf
346,21079380.00000000000000000000,Right channel: 00000000
347,21111400.00000000000000000000,Left channel: 00f9dcc4
348,21143400.00000000000000000000,Right channel: 00000000
349,21175400.00000000000000000000,Left channel: 00fbb80b
350,21207400.00000000000000000000,Right channel: 00000000
351,21239400.00000000000000000000,Left channel: 0000caa4
352,21271420.00000000000000000000,Right channel: 00000000
353,21303420.00000000000000000000,Left channel: 0004c489
354,21335420.00000000000000000000,Right channel: 00000000
355,21367420.00000000000000000000,Left channel: 00049128
356,21399440.00000000000000000000,Right channel: 00000000
357,21431440.00000000000000000000,Left channel: 0001f051
358,21463440.00000000000000000000,Right channel: 00000000
359,21495440.00000000000000000000,Left channel: 00ff4782
360,21527460.00000000000000000000,Right channel: 00000000
361,21559460.00000000000000000000,Left channel: 00fd7d3c
362,21591460.00000000000000000000,Right channel: 00000000
363,21623460.00000000000000000000,Left channel: 0001259a
364,21655480.00000000000000000000,Right channel: 00000000
365,21687480.00000000000000000000,Left channel: 00fec9a1
366,21719480.00000000000000000000,Right channel: 00000000
367,21751480.00000000000000000000,Left channel: 00fa22dc
368,21783480.00000000000000000000,Right channel: 00000000
369,21815500.00000000000000000000,Left channel: 00fbc7f9
370,21847500.00000000000000000000,Right channel: 00000000
371,21879500.00000000000000000000,Left channel: 00fe89c4
372,21911500.00000000000000000000,Right channel: 00000000
373,21943520.00000000000000000000,Left channel: 000146ae
374,21975520.00000000000000000000,Right channel: 00000000
375,22007520.00000000000000000000,Left channel: 0002f747
376,22039520.00000000000000000000,Right channel: 00000000
377,22071540.00000000000000000000,Left channel: 000125f4
378,22103540.00000000000000000000,Right channel: 00000000
379,22135540.00000000000000000000,Left channel: 00012d2c
380,22167540.00000000000000000000,Right channel: 00000000
381,22199540.00000000000000000000,Left channel: 00fec6ba
382,22231560.00000000000000000000,Right channel: 00000000
383,22263560.00000000000000000000,Left channel: 00ff5478
384,22295560.00000000000000000000,Right channel: 00000000
385,22327560.00000000000000000000,Left channel: 00fed568
386,22359580.00000000000000000000,Right channel: 00000000
387,22391580.00000000000000000000,Left channel: 00fd0d61
388,22423580.00000000000000000000,Right channel: 00000000
389,22455580.00000000000000000000,Left channel: 00fe88d7
390,22487600.00000000000000000000,Right channel: 00000000
391,22519600.00000000000000000000,Left channel: 00fcbd9a
392,22551600.00000000000000000000,Right channel: 00000000
393,22583600.00000000000000000000,Left channel: 00fe9a08
394,22615620.00000000000000000000,Right channel: 00000000
395,22647620.00000000000000000000,Left channel: 0001ee9a
396,22679620.00000000000000000000,Right channel: 00000000
397,22711620.00000000000000000000,Left channel: 000047a5
398,22743640.00000000000000000000,Right channel: 00000000
399,22775640.00000000000000000000,Left channel: 0000230b
400,22807640.00000000000000000000,Right channel: 00000000
401,22839640.00000000000000000000,Left channel: 00fe3260
402,22871640.00000000000000000000,Right channel: 00000000
403,22903660.00000000000000000000,Left channel: 00000ed7
404,22935660.00000000000000000000,Right channel: 00000000
405,22967660.00000000000000000000,Left channel: 0000b35c
406,22999660.00000000000000000000,Right channel: 00000000
407,23031680.00000000000000000000,Left channel: 00fe2465
408,23063680.00000000000000000000,Right channel: 00000000
409,23095680.00000000000000000000,Left channel: 00ffd782
410,23127680.00000000000000000000,Right channel: 00000000
411,23159700.00000000000000000000,Left channel: 0002cc80
412,23191700.00000000000000000000,Right channel: 00000000
413,23223700.00000000000000000000,Left channel: 000139a9
414,23255700.00000000000000000000,Right channel: 00000000
415,23287720.00000000000000000000,Left channel: 00fee924
416,23319720.00000000000000000000,Right channel: 00000000
417,23351720.00000000000000000000,Left channel: 00ffe52d
418,23383720.00000000000000000000,Right channel: 00000000
419,23415720.00000000000000000000,Left channel: 00039d91
420,23447740.00000000000000000000,Right channel: 00000000
421,23479740.00000000000000000000,Left channel: 0003b06e
422,23511740.00000000000000000000,Right channel: 00000000
423,23543740.00000000000000000000,Left channel: 000232fd
424,23575760.00000000000000000000,Right channel: 00000000
425,23607760.00000000000000000000,Left channel: 00ff0a52
426,23639760.00000000000000000000,Right channel: 00000000
427,23671760.00000000000000000000,Left channel: 00fcae09
428,23703780.00000000000000000000,Right channel: 00000000
429,23735780.00000000000000000000,Left channel: 00fd386e
430,23767780.00000000000000000000,Right channel: 00000000
431,23799780.00000000000000000000,Left channel: 00fe7864
432,23831800.00000000000000000000,Right channel: 00000000
433,23863800.00000000000000000000,Left channel: 0000adb3
434,23895800.00000000000000000000,Right channel: 00000000
435,23927800.00000000000000000000,Left channel: 00ffb592
436,23959800.00000000000000000000,Right channel: 00000000
437,23991820.00000000000000000000,Left channel: 00022f01
438,24023820.00000000000000000000,Right channel: 00000000
439,24055820.00000000000000000000,Left channel: 000278f4
440,24087820.00000000000000000000,Right channel: 00000000
441,24119840.00000000000000000000,Left channel: 00004d6b
442,24151840.00000000000000000000,Right channel: 00000000
443,24183840.00000000000000000000,Left channel: 00ff0c61
444,24215840.00000000000000000000,Right channel: 00000000
445,24247860.00000000000000000000,Left channel: 00002939
446,24279860.00000000000000000000,Right channel: 00000000
447,24311860.00000000000000000000,Left channel: 00011cb9
448,24343860.00000000000000000000,Right channel: 00000000
449,24375880.00000000000000000000,Left channel: 00ff7cb4
450,24407880.00000000000000000000,Right channel: 00000000
451,24439880.00000000000000000000,Left channel: 00fc43d1
452,24471880.00000000000000000000,Right channel: 00000000
453,24503880.00000000000000000000,Left channel: 00fb6bd9
454,24535900.00000000000000000000,Right channel: 00000000
455,24567900.00000000000000000000,Left channel: 00fca064
456,24599900.00000000000000000000,Right channel: 00000000
457,24631900.00000000000000000000,Left channel: 00fe087d
458,24663920.00000000000000000000,Right channel: 00000000
459,24695920.00000000000000000000,Left channel: 00fc7bd6
460,24727920.00000000000000000000,Right channel: 00000000
461,24759920.00000000000000000000,Left channel: 00fbdb1e
462,24791940.00000000000000000000,Right channel: 00000000
463,24823940.00000000000000000000,Left channel: 00002f6a
464,24855940.00000000000000000000,Right channel: 00000000
465,24887940.00000000000000000000,Left channel: 0003f3d3
466,24919960.00000000000000000000,Right channel: 00000000
467,24951960.00000000000000000000,Left channel: 0000bba6
468,24983960.00000000000000000000,Right channel: 00000000
469,25015960.00000000000000000000,Left channel: 00003292
470,25047960.00000000000000000000,Right channel: 00000000
471,25079980.00000000000000000000,Left channel: 00015df3
472,25111980.00000000000000000000,Right channel: 00000000
473,25143980.00000000000000000000,Left channel: 0000862d
474,25175980.00000000000000000000,Right channel: 00000000
475,25208000.00000000000000000000,Left channel: 00ff2739
476,25240000.00000000000000000000,Right channel: 00000000
477,25272000.00000000000000000000,Left channel: 00fcd81b
478,25304000.00000000000000000000,Right channel: 00000000
479,25336020.00000000000000000000,Left channel: 00fe4af0
480,25368020.00000000000000000000,Right channel: 00000000
481,25400020.00000000000000000000,Left channel: 00ff1b78
482,25432020.00000000000000000000,Right channel: 00000000
483,25464040.00000000000000000000,Left channel: 0000c82a
484,25496040.00000000000000000000,Right channel: 00000000
485,25528040.00000000000000000000,Left channel: 0000a7ef
486,25560040.00000000000000000000,Right channel: 00000000
487,25592040.00000000000000000000,Left channel: 00fea205
488,25624060.00000000000000000000,Right channel: 00000000
489,25656060.00000000000000000000,Left channel: 00ff3c30
490,25688060.00000000000000000000,Right channel: 00000000
491,25720060.00000000000000000000,Left channel: 00014e0d
492,25752080.00000000000000000000,Right channel: 00000000
493,25784080.00000000000000000000,Left channel: 00040172
494,25816080.00000000000000000000,Right channel: 00000000
495,25848080.00000000000000000000,Left channel: 00032b1e
496,25880100.00000000000000000000,Right channel: 00000000
497,25912100.00000000000000000000,Left channel: 00ff4d6a
498,25944100.00000000000000000000,Right channel: 00000000
499,25976100.00000000000000000000,Left channel: 00fcf6d8
500,26008120.00000000000000000000,Right channel: 00000000
501,26040120.00000000000000000000,Left channel: 00fd32b2
502,26072120.00000000000000000000,Right channel: 00000000
503,26104120.00000000000000000000,Left channel: 00ff8d0f
504,26136120.00000000000000000000,Right channel: 00000000
505,26168140.00000000000000000000,Left channel: 00ffd73b
506,26200140.00000000000000000000,Right channel: 00000000
507,26232140.00000000000000000000,Left channel: 00ffe99a
508,26264140.00000000000000000000,Right channel: 00000000
509,26296160.00000000000000000000,Left channel: 00ff22ad
510,26328160.00000000000000000000,Right channel: 00000000
511,26360160.00000000000000000000,Left channel: 000090e2
512,26392160.00000000000000000000,Right channel: 00000000
513,26424180.00000000000000000000,Left channel: 00ff734a
514,26456180.00000000000000000000,Right channel: 00000000
515,26488180.00000000000000000000,Left channel: 00ffe7c3
516,26520180.00000000000000000000,Right channel: 00000000
517,26552200.00000000000000000000,Left channel: 0001ab44
518,26584200.00000000000000000000,Right channel: 00000000
519,26616200.00000000000000000000,Left channel: 00016e33
520,26648200.00000000000000000000,Right channel: 00000000
521,26680200.00000000000000000000,Left channel: 00febbe2
522,26712220.00000000000000000000,Right channel: 00000000
523,26744220.00000000000000000000,Left channel: 00fd2deb
524,26776220.00000000000000000000,Right channel: 00000000
525,26808220.00000000000000000000,Left channel: 00fc7fc3
526,26840240.00000000000000000000,Right channel: 00000000
527,26872240.00000000000000000000,Left channel: 00fbf1a9
528,26904240.00000000000000000000,Right channel: 00000000
529,26936240.00000000000000000000,Left channel: 00ff6ae1
530,26968260.00000000000000000000,Right channel: 00000000
531,27000260.00000000000000000000,Left channel: 0000cc8a
532,27032260.00000000000000000000,Right channel: 00000000
533,27064260.00000000000000000000,Left channel: 00004462
534,27096280.00000000000000000000,Right channel: 00000000
535,27128280.00000000000000000000,Left channel: 0002f26d
536,27160280.00000000000000000000,Right channel: 00000000
537,27192280.00000000000000000000,Left channel: 0000f616
538,27224280.00000000000000000000,Right channel: 00000000
539,27256300.00000000000000000000,Left channel: 000052b6
540,27288300.00000000000000000000,Right channel: 00000000
541,27320300.00000000000000000000,Left channel: 00029857
542,27352300.00000000000000000000,Right channel: 00000000
543,27384320.00000000000000000000,Left channel: 00030957
544,27416320.00000000000000000000,Right channel: 00000000
545,27448320.00000000000000000000,Left channel: 00ffabe2
546,27480320.00000000000000000000,Right channel: 00000000
547,27512340.00000000000000000000,Left channel: 00fd9970
548,27544340.00000000000000000000,Right channel: 00000000
549,27576340.00000000000000000000,Left channel: 0000b71f
550,27608340.00000000000000000000,Right channel: 00000000
551,27640360.00000000000000000000,Left channel: 00ff359e
552,27672360.00000000000000000000,Right channel: 00000000
553,27704360.00000000000000000000,Left channel: 00ff26be
554,27736360.00000000000000000000,Right channel: 00000000
555,27768360.00000000000000000000,Left channel: 00029c51
556,27800380.00000000000000000000,Right channel: 00000000
557,27832380.00000000000000000000,Left channel: 000085e5
558,27864380.00000000000000000000,Right channel: 00000000
