Id,Time[ns],I²S
359,21496080.00000000000000000000,Left channel: 00fe4ae9
360,21528080.00000000000000000000,Right channel: 00000000
361,21560080.00000000000000000000,Left channel: 00fcf2e2
362,21592100.00000000000000000000,Right channel: 00000000
363,21624100.00000000000000000000,Left channel: 000090f8
364,21656100.00000000000000000000,Right channel: 00000000
365,21688100.00000000000000000000,Left channel: 00ff4fd4
366,21720100.00000000000000000000,Right channel: 00000000
367,21752120.00000000000000000000,Left channel: 00fa0478
368,21784120.00000000000000000000,Right channel: 00000000
369,21816120.00000000000000000000,Left channel: 00fb3a01
370,21848120.00000000000000000000,Right channel: 00000000
371,21880140.00000000000000000000,Left channel: 00ff4b96
372,21912140.00000000000000000000,Right channel: 00000000
373,21944140.00000000000000000000,Left channel: 00029131
374,21976140.00000000000000000000,Right channel: 00000000
375,22008160.00000000000000000000,Left channel: 0002c22f
376,22040160.00000000000000000000,Right channel: 00000000
377,22072160.00000000000000000000,Left channel: 0000618b
378,22104160.00000000000000000000,Right channel: 00000000
379,22136160.00000000000000000000,Left channel: 00003adf
380,22168180.00000000000000000000,Right channel: 00000000
381,22200180.00000000000000000000,Left channel: 00ff2f3d
382,22232180.00000000000000000000,Right channel: 00000000
383,22264180.00000000000000000000,Left channel: 00002b9f
384,22296200.00000000000000000000,Right channel: 00000000
385,22328200.00000000000000000000,Left channel: 00feb612
386,22360200.00000000000000000000,Right channel: 00000000
387,22392200.00000000000000000000,Left channel: 00fced99
388,22424220.00000000000000000000,Right channel: 00000000
389,22456220.00000000000000000000,Left channel: 00fe35f3
390,22488220.00000000000000000000,Right channel: 00000000
391,22520220.00000000000000000000,Left channel: 00fccd33
392,22552240.00000000000000000000,Right channel: 00000000
393,22584240.00000000000000000000,Left channel: 00002158
394,22616240.00000000000000000000,Right channel: 00000000
395,22648240.00000000000000000000,Left channel: 0002c628
396,22680240.00000000000000000000,Right channel: 00000000
397,22712260.00000000000000000000,Left channel: 00ff6b55
398,22744260.00000000000000000000,Right channel: 00000000
399,22776260.00000000000000000000,Left channel: 00ff9912
400,22808260.00000000000000000000,Right channel: 00000000
401,22840280.00000000000000000000,Left channel: 00ff6c60
402,22872280.00000000000000000000,Right channel: 00000000
403,22904280.00000000000000000000,Left channel: 000011ce
404,22936280.00000000000000000000,Right channel: 00000000
405,22968300.00000000000000000000,Left channel: 00ff3bf0
406,23000300.00000000000000000000,Right channel: 00000000
407,23032300.00000000000000000000,Left channel: 00fc8c27
408,23064300.00000000000000000000,Right channel: 00000000
409,23096320.00000000000000000000,Left channel: 00000a97
410,23128320.00000000000000000000,Right channel: 00000000
411,23160320.00000000000000000000,Left channel: 0003bd7c
412,23192320.00000000000000000000,Right channel: 00000000
413,23224320.00000000000000000000,Left channel: 00028e74
414,23256340.00000000000000000000,Right channel: 00000000
415,23288340.00000000000000000000,Left channel: 00fe8e0b
416,23320340.00000000000000000000,Right channel: 00000000
417,23352340.00000000000000000000,Left channel: 00ff57ae
418,23384360.00000000000000000000,Right channel: 00000000
419,23416360.00000000000000000000,Left channel: 0003e594
420,23448360.00000000000000000000,Right channel: 00000000
421,23480360.00000000000000000000,Left channel: 00051d0a
422,23512380.00000000000000000000,Right channel: 00000000
423,23544380.00000000000000000000,Left channel: 0001cda8
424,23576380.00000000000000000000,Right channel: 00000000
425,23608380.00000000000000000000,Left channel: 00fdf064
426,23640400.00000000000000000000,Right channel: 00000000
427,23672400.00000000000000000000,Left channel: 00fc3759
428,23704400.00000000000000000000,Right channel: 00000000
429,23736400.00000000000000000000,Left channel: 00fcec41
430,23768400.00000000000000000000,Right channel: 00000000
431,23800420.00000000000000000000,Left channel: 00fe91ef
432,23832420.00000000000000000000,Right channel: 00000000
433,23864420.00000000000000000000,Left channel: 0000db63
434,23896420.00000000000000000000,Right channel: 00000000
435,23928440.00000000000000000000,Left channel: 00ff82b4
436,23960440.00000000000000000000,Right channel: 00000000
437,23992440.00000000000000000000,Left channel: 0001f27a
438,24024440.00000000000000000000,Right channel: 00000000
439,24056460.00000000000000000000,Left channel: 0003aa4b
440,24088460.00000000000000000000,Right channel: 00000000
441,24120460.00000000000000000000,Left channel: 00008c1b
442,24152460.00000000000000000000,Right channel: 00000000
443,24184480.00000000000000000000,Left channel: 00fe5664
444,24216480.00000000000000000000,Right channel: 00000000
445,24248480.00000000000000000000,Left channel: 00ffb920
446,24280480.00000000000000000000,Right channel: 00000000
447,24312480.00000000000000000000,Left channel: 0000fd94
448,24344500.00000000000000000000,Right channel: 00000000
449,24376500.00000000000000000000,Left channel: 00ff69c6
450,24408500.00000000000000000000,Right channel: 00000000
451,24440500.00000000000000000000,Left channel: 00fc11a1
452,24472520.00000000000000000000,Right channel: 00000000
453,24504520.00000000000000000000,Left channel: 00fb5cb9
454,24536520.00000000000000000000,Right channel: 00000000
455,24568520.00000000000000000000,Left channel: 00fccf28
456,24600540.00000000000000000000,Right channel: 00000000
457,24632540.00000000000000000000,Left channel: 00fe5742
458,24664540.00000000000000000000,Right channel: 00000000
459,24696540.00000000000000000000,Left channel: 00fde30c
460,24728560.00000000000000000000,Right channel: 00000000
461,24760560.00000000000000000000,Left channel: 00fcb6ee
462,24792560.00000000000000000000,Right channel: 00000000
463,24824560.00000000000000000000,Left channel: 00ffc01e
464,24856560.00000000000000000000,Right channel: 00000000
465,24888580.00000000000000000000,Left channel: 00030ad7
466,24920580.00000000000000000000,Right channel: 00000000
467,24952580.00000000000000000000,Left channel: 00006494
468,24984580.00000000000000000000,Right channel: 00000000
469,25016600.00000000000000000000,Left channel: 00009039
470,25048600.00000000000000000000,Right channel: 00000000
471,25080600.00000000000000000000,Left channel: 0000fa9b
472,25112600.00000000000000000000,Right channel: 00000000
473,25144620.00000000000000000000,Left channel: 00001d71
474,25176620.00000000000000000000,Right channel: 00000000
475,25208620.00000000000000000000,Left channel: 00fe88f5
476,25240620.00000000000000000000,Right channel: 00000000
477,25272640.00000000000000000000,Left channel: 00fcb403
478,25304640.00000000000000000000,Right channel: 00000000
479,25336640.00000000000000000000,Left channel: 00feb5b5
480,25368640.00000000000000000000,Right channel: 00000000
481,25400640.00000000000000000000,Left channel: 00fee9c1
482,25432660.00000000000000000000,Right channel: 00000000
483,25464660.00000000000000000000,Left channel: 000111d0
484,25496660.00000000000000000000,Right channel: 00000000
485,25528660.00000000000000000000,Left channel: 00017704
486,25560680.00000000000000000000,Right channel: 00000000
487,25592680.00000000000000000000,Left channel: 00feeafb
488,25624680.00000000000000000000,Right channel: 00000000
489,25656680.00000000000000000000,Left channel: 00ff2ca3
490,25688700.00000000000000000000,Right channel: 00000000
491,25720700.00000000000000000000,Left channel: 00005bdb
492,25752700.00000000000000000000,Right channel: 00000000
493,25784700.00000000000000000000,Left channel: 0003e37d
494,25816720.00000000000000000000,Right channel: 00000000
495,25848720.00000000000000000000,Left channel: 0003f749
496,25880720.00000000000000000000,Right channel: 00000000
497,25912720.00000000000000000000,Left channel: 0000035f
498,25944720.00000000000000000000,Right channel: 00000000
499,25976740.00000000000000000000,Left channel: 00fcb952
500,26008740.00000000000000000000,Right channel: 00000000
501,26040740.00000000000000000000,Left channel: 00fcb20d
502,26072740.00000000000000000000,Right channel: 00000000
503,26104760.00000000000000000000,Left channel: 00fea84a
504,26136760.00000000000000000000,Right channel: 00000000
505,26168760.00000000000000000000,Left channel: 00005e0e
506,26200760.00000000000000000000,Right channel: 00000000
507,26232780.00000000000000000000,Left channel: 00005b3b
508,26264780.00000000000000000000,Right channel: 00000000
509,26296780.00000000000000000000,Left channel: 00ff4d31
510,26328780.00000000000000000000,Right channel: 00000000
511,26360780.00000000000000000000,Left channel: 00ffefe5
512,26392800.00000000000000000000,Right channel: 00000000
513,26424800.00000000000000000000,Left channel: 00ffa443
514,26456800.00000000000000000000,Right channel: 00000000
515,26488800.00000000000000000000,Left channel: 000051fd
516,26520820.00000000000000000000,Right channel: 00000000
517,26552820.00000000000000000000,Left channel: 0002ae72
518,26584820.00000000000000000000,Right channel: 00000000
519,26616820.00000000000000000000,Left channel: 0001c652
520,26648840.00000000000000000000,Right channel: 00000000
521,26680840.00000000000000000000,Left channel: 00febabd
522,26712840.00000000000000000000,Right channel: 00000000
523,26744840.00000000000000000000,Left channel: 00fd248f
524,26776860.00000000000000000000,Right channel: 00000000
525,26808860.00000000000000000000,Left channel: 00fc848d
526,26840860.00000000000000000000,Right channel: 00000000
527,26872860.00000000000000000000,Left channel: 00fb0257
528,26904860.00000000000000000000,Right channel: 00000000
529,26936880.00000000000000000000,Left channel: 00fe9955
530,26968880.00000000000000000000,Right channel: 00000000
531,27000880.00000000000000000000,Left channel: 0000d8b8
532,27032880.00000000000000000000,Right channel: 00000000
533,27064900.00000000000000000000,Left channel: 000050d9
534,27096900.00000000000000000000,Right channel: 00000000
535,27128900.00000000000000000000,Left channel: 0002d7af
536,27160900.00000000000000000000,Right channel: 00000000
537,27192920.00000000000000000000,Left channel: 0000c176
538,27224920.00000000000000000000,Right channel: 00000000
539,27256920.00000000000000000000,Left channel: 00010755
540,27288920.00000000000000000000,Right channel: 00000000
541,27320940.00000000000000000000,Left channel: 0002fff9
542,27352940.00000000000000000000,Right channel: 00000000
543,27384940.00000000000000000000,Left channel: 0003adfd
544,27416940.00000000000000000000,Right channel: 00000000
545,27448940.00000000000000000000,Left channel: 000031b7
546,27480960.00000000000000000000,Right channel: 00000000
547,27512960.00000000000000000000,Left channel: 00fd80f0
548,27544960.00000000000000000000,Right channel: 00000000
549,27576960.00000000000000000000,Left channel: 00007040
550,27608980.00000000000000000000,Right channel: 00000000
551,27640980.00000000000000000000,Left channel: 00fe8146
552,27672980.00000000000000000000,Right channel: 00000000
553,27704980.00000000000000000000,Left channel: 00fecdf7
554,27737000.00000000000000000000,Right channel: 00000000
555,27769000.00000000000000000000,Left channel: 00026c1f
556,27801000.00000000000000000000,Right channel: 00000000
557,27833000.00000000000000000000,Left channel: 00009176
558,27865020.00000000000000000000,Right channel: 00000000
