Id,Time[ns],I²S
213,16823220.00000000000000000000,Left channel: 00058cd1
214,16855220.00000000000000000000,Right channel: 00000000
215,16887220.00000000000000000000,Left channel: 00faa205
216,16919240.00000000000000000000,Right channel: 00000000
217,16951240.00000000000000000000,Left channel: 00f407eb
218,16983240.00000000000000000000,Right channel: 00000000
219,17015240.00000000000000000000,Left channel: 00f463b5
220,17047240.00000000000000000000,Right channel: 00000000
221,17079260.00000000000000000000,Left channel: 00fe3b35
222,17111260.00000000000000000000,Right channel: 00000000
223,17143260.00000000000000000000,Left channel: 0000322f
224,17175260.00000000000000000000,Right channel: 00000000
225,17207280.00000000000000000000,Left channel: 00fb47d5
226,17239280.00000000000000000000,Right channel: 00000000
227,17271280.00000000000000000000,Left channel: 00ffb1b1
228,17303280.00000000000000000000,Right channel: 00000000
229,17335300.00000000000000000000,Left channel: 00069b3b
230,17367300.00000000000000000000,Right channel: 00000000
231,17399300.00000000000000000000,Left channel: 000ac321
232,17431300.00000000000000000000,Right channel: 00000000
233,17463320.00000000000000000000,Left channel: 0002f4c3
234,17495320.00000000000000000000,Right channel: 00000000
235,17527320.00000000000000000000,Left channel: 00ff5372
236,17559320.00000000000000000000,Right channel: 00000000
237,17591320.00000000000000000000,Left channel: 00fd30e9
238,17623340.00000000000000000000,Right channel: 00000000
239,17655340.00000000000000000000,Left channel: 00f83610
240,17687340.00000000000000000000,Right channel: 00000000
241,17719340.00000000000000000000,Left channel: 00f6b55f
242,17751360.00000000000000000000,Right channel: 00000000
243,17783360.00000000000000000000,Left channel: 00f93fb1
244,17815360.00000000000000000000,Right channel: 00000000
245,17847360.00000000000000000000,Left channel: 00fdeec2
246,17879380.00000000000000000000,Right channel: 00000000
247,17911380.00000000000000000000,Left channel: 00fd5381
248,17943380.00000000000000000000,Right channel: 00000000
249,17975380.00000000000000000000,Left channel: 00fe2b3b
250,18007400.00000000000000000000,Right channel: 00000000
251,18039400.00000000000000000000,Left channel: 0002465e
252,18071400.00000000000000000000,Right channel: 00000000
253,18103400.00000000000000000000,Left channel: 000347d5
254,18135400.00000000000000000000,Right channel: 00000000
255,18167420.00000000000000000000,Left channel: 0004316b
256,18199420.00000000000000000000,Right channel: 00000000
257,18231420.00000000000000000000,Left channel: 0002ba67
258,18263420.00000000000000000000,Right channel: 00000000
259,18295440.00000000000000000000,Left channel: 00ff7c5e
260,18327440.00000000000000000000,Right channel: 00000000
261,18359440.00000000000000000000,Left channel: 00fbbdb9
262,18391440.00000000000000000000,Right channel: 00000000
263,18423460.00000000000000000000,Left channel: 00f8db99
264,18455460.00000000000000000000,Right channel: 00000000
265,18487460.00000000000000000000,Left channel: 00fa03f9
266,18519460.00000000000000000000,Right channel: 00000000
267,18551480.00000000000000000000,Left channel: 00f9cc30
268,18583480.00000000000000000000,Right channel: 00000000
269,18615480.00000000000000000000,Left channel: 00fd0f31
270,18647480.00000000000000000000,Right channel: 00000000
271,18679480.00000000000000000000,Left channel: 000155b7
272,18711500.00000000000000000000,Right channel: 00000000
273,18743500.00000000000000000000,Left channel: 00028560
274,18775500.00000000000000000000,Right channel: 00000000
275,18807500.00000000000000000000,Left channel: 0006dde8
276,18839520.00000000000000000000,Right channel: 00000000
277,18871520.00000000000000000000,Left channel: 0009431f
278,18903520.00000000000000000000,Right channel: 00000000
279,18935520.00000000000000000000,Left channel: 00029c0b
280,18967540.00000000000000000000,Right channel: 00000000
281,18999540.00000000000000000000,Left channel: 00fd3d42
282,19031540.00000000000000000000,Right channel: 00000000
283,19063540.00000000000000000000,Left channel: 00ffe020
284,19095560.00000000000000000000,Right channel: 00000000
285,19127560.00000000000000000000,Left channel: 0002b584
286,19159560.00000000000000000000,Right channel: 00000000
287,19191560.00000000000000000000,Left channel: 0001fca8
288,19223560.00000000000000000000,Right channel: 00000000
289,19255580.00000000000000000000,Left channel: 00fd8cb2
290,19287580.00000000000000000000,Right channel: 00000000
291,19319580.00000000000000000000,Left channel: 00fe0cc6
292,19351580.00000000000000000000,Right channel: 00000000
293,19383600.00000000000000000000,Left channel: 00044c60
294,19415600.00000000000000000000,Right channel: 00000000
295,19447600.00000000000000000000,Left channel: 00028e08
296,19479600.00000000000000000000,Right channel: 00000000
297,19511620.00000000000000000000,Left channel: 00fdeb69
298,19543620.00000000000000000000,Right channel: 00000000
299,19575620.00000000000000000000,Left channel: 00ff1f63
300,19607620.00000000000000000000,Right channel: 00000000
301,19639640.00000000000000000000,Left channel: 00ff6fc0
302,19671640.00000000000000000000,Right channel: 00000000
303,19703640.00000000000000000000,Left channel: 00006175
304,19735640.00000000000000000000,Right channel: 00000000
305,19767640.00000000000000000000,Left channel: 00ff049b
306,19799660.00000000000000000000,Right channel: 00000000
307,19831660.00000000000000000000,Left channel: 00fd7aeb
308,19863660.00000000000000000000,Right channel: 00000000
309,19895660.00000000000000000000,Left channel: 00ff4909
310,19927680.00000000000000000000,Right channel: 00000000
311,19959680.00000000000000000000,Left channel: 000016bb
312,19991680.00000000000000000000,Right channel: 00000000
313,20023680.00000000000000000000,Left channel: 00038475
314,20055700.00000000000000000000,Right channel: 00000000
315,20087700.00000000000000000000,Left channel: 0002e3c2
316,20119700.00000000000000000000,Right channel: 00000000
317,20151700.00000000000000000000,Left channel: 00fd1b0c
318,20183720.00000000000000000000,Right channel: 00000000
319,20215720.00000000000000000000,Left channel: 00fbc565
320,20247720.00000000000000000000,Right channel: 00000000
321,20279720.00000000000000000000,Left channel: 00fc7ee6
322,20311720.00000000000000000000,Right channel: 00000000
323,20343740.00000000000000000000,Left channel: 00003594
324,20375740.00000000000000000000,Right channel: 00000000
325,20407740.00000000000000000000,Left channel: 00015833
326,20439740.00000000000000000000,Right channel: 00000000
327,20471760.00000000000000000000,Left channel: 00fe7b74
328,20503760.00000000000000000000,Right channel: 00000000
329,20535760.00000000000000000000,Left channel: 00008df4
330,20567760.00000000000000000000,Right channel: 00000000
331,20599780.00000000000000000000,Left channel: 0002ceab
332,20631780.00000000000000000000,Right channel: 00000000
333,20663780.00000000000000000000,Left channel: 000427c9
334,20695780.00000000000000000000,Right channel: 00000000
335,20727800.00000000000000000000,Left channel: 00040614
336,20759800.00000000000000000000,Right channel: 00000000
337,20791800.00000000000000000000,Left channel: 0002c4e7
338,20823800.00000000000000000000,Right channel: 00000000
339,20855800.00000000000000000000,Left channel: 00fff98b
340,20887820.00000000000000000000,Right channel: 00000000
341,20919820.00000000000000000000,Left channel: 00fbe1b7
342,20951820.00000000000000000000,Right channel: 00000000
343,20983820.00000000000000000000,Left channel: 00fb9b7a
344,21015840.00000000000000000000,Right channel: 00000000
345,21047840.00000000000000000000,Left channel: 00fbee7e
346,21079840.00000000000000000000,Right channel: 00000000
347,21111840.00000000000000000000,Left channel: 00f98fce
348,21143860.00000000000000000000,Right channel: 00000000
349,21175860.00000000000000000000,Left channel: 00fb568f
350,21207860.00000000000000000000,Right channel: 00000000
351,21239860.00000000000000000000,Left channel: 00000b89
352,21271880.00000000000000000000,Right channel: 00000000
353,21303880.00000000000000000000,Left channel: 0005ed5f
354,21335880.00000000000000000000,Right channel: 00000000
355,21367880.00000000000000000000,Left channel: 00068fa4
356,21399880.00000000000000000000,Right channel: 00000000
357,21431900.00000000000000000000,Left channel: 00033ec2
358,21463900.00000000000000000000,Right channel: 00000000
359,21495900.00000000000000000000,Left channel: 00ff9770
360,21527900.00000000000000000000,Right channel: 00000000
361,21559920.00000000000000000000,Left channel: 00fd72a1
362,21591920.00000000000000000000,Right channel: 00000000
363,21623920.00000000000000000000,Left channel: 000164c4
364,21655920.00000000000000000000,Right channel: 00000000
365,21687940.00000000000000000000,Left channel: 00fe9354
366,21719940.00000000000000000000,Right channel: 00000000
367,21751940.00000000000000000000,Left channel: 00f87d14
368,21783940.00000000000000000000,Right channel: 00000000
369,21815960.00000000000000000000,Left channel: 00f9d19a
370,21847960.00000000000000000000,Right channel: 00000000
371,21879960.00000000000000000000,Left channel: 00fe0908
372,21911960.00000000000000000000,Right channel: 00000000
373,21943960.00000000000000000000,Left channel: 00019f02
374,21975980.00000000000000000000,Right channel: 00000000
375,22007980.00000000000000000000,Left channel: 00031892
376,22039980.00000000000000000000,Right channel: 00000000
377,22071980.00000000000000000000,Left channel: 0000fc43
378,22104000.00000000000000000000,Right channel: 00000000
379,22136000.00000000000000000000,Left channel: 00013816
380,22168000.00000000000000000000,Right channel: 00000000
381,22200000.00000000000000000000,Left channel: 00003b32
382,22232020.00000000000000000000,Right channel: 00000000
383,22264020.00000000000000000000,Left channel: 0001d522
384,22296020.00000000000000000000,Right channel: 00000000
385,22328020.00000000000000000000,Left channel: 00ff2e94
386,22360040.00000000000000000000,Right channel: 00000000
387,22392040.00000000000000000000,Left channel: 00fc1b71
388,22424040.00000000000000000000,Right channel: 00000000
389,22456040.00000000000000000000,Left channel: 00fd8006
390,22488040.00000000000000000000,Right channel: 00000000
391,22520060.00000000000000000000,Left channel: 00fc33d1
392,22552060.00000000000000000000,Right channel: 00000000
393,22584060.00000000000000000000,Left channel: 00fe7cb7
394,22616060.00000000000000000000,Right channel: 00000000
395,22648080.00000000000000000000,Left channel: 0000cf2d
396,22680080.00000000000000000000,Right channel: 00000000
397,22712080.00000000000000000000,Left channel: 00fee432
398,22744080.00000000000000000000,Right channel: 00000000
399,22776100.00000000000000000000,Left channel: 00001d74
400,22808100.00000000000000000000,Right channel: 00000000
401,22840100.00000000000000000000,Left channel: 00002069
402,22872100.00000000000000000000,Right channel: 00000000
403,22904120.00000000000000000000,Left channel: 00016aac
404,22936120.00000000000000000000,Right channel: 00000000
405,22968120.00000000000000000000,Left channel: 0000e5f1
406,23000120.00000000000000000000,Right channel: 00000000
407,23032120.00000000000000000000,Left channel: 00fde7f6
408,23064140.00000000000000000000,Right channel: 00000000
409,23096140.00000000000000000000,Left channel: 0000b766
410,23128140.00000000000000000000,Right channel: 00000000
411,23160140.00000000000000000000,Left channel: 00035c2a
412,23192160.00000000000000000000,Right channel: 00000000
413,23224160.00000000000000000000,Left channel: 0000d8ff
414,23256160.00000000000000000000,Right channel: 00000000
415,23288160.00000000000000000000,Left channel: 00fd5201
416,23320180.00000000000000000000,Right channel: 00000000
417,23352180.00000000000000000000,Left channel: 00ff00c4
418,23384180.00000000000000000000,Right channel: 00000000
419,23416180.00000000000000000000,Left channel: 00032a7c
420,23448200.00000000000000000000,Right channel: 00000000
421,23480200.00000000000000000000,Left channel: 00041c9f
422,23512200.00000000000000000000,Right channel: 00000000
423,23544200.00000000000000000000,Left channel: 0002ad86
424,23576200.00000000000000000000,Right channel: 00000000
425,23608220.00000000000000000000,Left channel: 00ff94a3
426,23640220.00000000000000000000,Right channel: 00000000
427,23672220.00000000000000000000,Left channel: 00fd59d9
428,23704220.00000000000000000000,Right channel: 00000000
429,23736240.00000000000000000000,Left channel: 00fe217e
430,23768240.00000000000000000000,Right channel: 00000000
431,23800240.00000000000000000000,Left channel: 00ff318f
432,23832240.00000000000000000000,Right channel: 00000000
433,23864260.00000000000000000000,Left channel: 0000eb9c
434,23896260.00000000000000000000,Right channel: 00000000
435,23928260.00000000000000000000,Left channel: 00ffa43d
436,23960260.00000000000000000000,Right channel: 00000000
437,23992280.00000000000000000000,Left channel: 00019813
438,24024280.00000000000000000000,Right channel: 00000000
439,24056280.00000000000000000000,Left channel: 0001d3fe
440,24088280.00000000000000000000,Right channel: 00000000
441,24120280.00000000000000000000,Left channel: 00ff98b6
442,24152300.00000000000000000000,Right channel: 00000000
443,24184300.00000000000000000000,Left channel: 00fe8456
444,24216300.00000000000000000000,Right channel: 00000000
445,24248300.00000000000000000000,Left channel: 00ffe498
446,24280320.00000000000000000000,Right channel: 00000000
447,24312320.00000000000000000000,Left channel: 000177b6
448,24344320.00000000000000000000,Right channel: 00000000
449,24376320.00000000000000000000,Left channel: 00003b31
450,24408340.00000000000000000000,Right channel: 00000000
451,24440340.00000000000000000000,Left channel: 00fd6683
452,24472340.00000000000000000000,Right channel: 00000000
453,24504340.00000000000000000000,Left channel: 00fb513f
454,24536360.00000000000000000000,Right channel: 00000000
455,24568360.00000000000000000000,Left channel: 00fcb5e0
456,24600360.00000000000000000000,Right channel: 00000000
457,24632360.00000000000000000000,Left channel: 00fe313d
458,24664360.00000000000000000000,Right channel: 00000000
459,24696380.00000000000000000000,Left channel: 00fd0e8e
460,24728380.00000000000000000000,Right channel: 00000000
461,24760380.00000000000000000000,Left channel: 00fbdd0b
462,24792380.00000000000000000000,Right channel: 00000000
463,24824400.00000000000000000000,Left channel: 00ff8fbc
464,24856400.00000000000000000000,Right channel: 00000000
465,24888400.00000000000000000000,Left channel: 000351cf
466,24920400.00000000000000000000,Right channel: 00000000
467,24952420.00000000000000000000,Left channel: 0000e400
468,24984420.00000000000000000000,Right channel: 00000000
469,25016420.00000000000000000000,Left channel: 00014665
470,25048420.00000000000000000000,Right channel: 00000000
471,25080440.00000000000000000000,Left channel: 0001c9c6
472,25112440.00000000000000000000,Right channel: 00000000
473,25144440.00000000000000000000,Left channel: 00003650
474,25176440.00000000000000000000,Right channel: 00000000
475,25208440.00000000000000000000,Left channel: 00ff6619
476,25240460.00000000000000000000,Right channel: 00000000
477,25272460.00000000000000000000,Left channel: 00fcf269
478,25304460.00000000000000000000,Right channel: 00000000
479,25336460.00000000000000000000,Left channel: 00fe3420
480,25368480.00000000000000000000,Right channel: 00000000
481,25400480.00000000000000000000,Left channel: 00fe8adb
482,25432480.00000000000000000000,Right channel: 00000000
483,25464480.00000000000000000000,Left channel: 00006651
484,25496500.00000000000000000000,Right channel: 00000000
485,25528500.00000000000000000000,Left channel: 0000b8bd
486,25560500.00000000000000000000,Right channel: 00000000
487,25592500.00000000000000000000,Left channel: 00fe98dd
488,25624520.00000000000000000000,Right channel: 00000000
489,25656520.00000000000000000000,Left channel: 00ffb15b
490,25688520.00000000000000000000,Right channel: 00000000
491,25720520.00000000000000000000,Left channel: 00017378
492,25752520.00000000000000000000,Right channel: 00000000
493,25784540.00000000000000000000,Left channel: 000472f0
494,25816540.00000000000000000000,Right channel: 00000000
495,25848540.00000000000000000000,Left channel: 0003e04e
496,25880540.00000000000000000000,Right channel: 00000000
497,25912560.00000000000000000000,Left channel: 00ffc1e8
498,25944560.00000000000000000000,Right channel: 00000000
499,25976560.00000000000000000000,Left channel: 00fcf903
500,26008560.00000000000000000000,Right channel: 00000000
501,26040580.00000000000000000000,Left channel: 00fd17b4
502,26072580.00000000000000000000,Right channel: 00000000
503,26104580.00000000000000000000,Left channel: 00fec90e
504,26136580.00000000000000000000,Right channel: 00000000
505,26168600.00000000000000000000,Left channel: 00ff29cc
506,26200600.00000000000000000000,Right channel: 00000000
507,26232600.00000000000000000000,Left channel: 00ff4986
508,26264600.00000000000000000000,Right channel: 00000000
509,26296600.00000000000000000000,Left channel: 00fedf1c
510,26328620.00000000000000000000,Right channel: 00000000
511,26360620.00000000000000000000,Left channel: 00007af7
512,26392620.00000000000000000000,Right channel: 00000000
513,26424620.00000000000000000000,Left channel: 00ffe9da
514,26456640.00000000000000000000,Right channel: 00000000
515,26488640.00000000000000000000,Left channel: 0000338d
516,26520640.00000000000000000000,Right channel: 00000000
517,26552640.00000000000000000000,Left channel: 0002838e
518,26584660.00000000000000000000,Right channel: 00000000
519,26616660.00000000000000000000,Left channel: 0001dd29
520,26648660.00000000000000000000,Right channel: 00000000
521,26680660.00000000000000000000,Left channel: 00ff484d
522,26712680.00000000000000000000,Right channel: 00000000
523,26744680.00000000000000000000,Left channel: 00fd20b1
524,26776680.00000000000000000000,Right channel: 00000000
525,26808680.00000000000000000000,Left channel: 00fc1ea2
526,26840680.00000000000000000000,Right channel: 00000000
527,26872700.00000000000000000000,Left channel: 00fb77c6
528,26904700.00000000000000000000,Right channel: 00000000
529,26936700.00000000000000000000,Left channel: 00ff242c
530,26968700.00000000000000000000,Right channel: 00000000
531,27000720.00000000000000000000,Left channel: 0000eee8
532,27032720.00000000000000000000,Right channel: 00000000
533,27064720.00000000000000000000,Left channel: 00000c1e
534,27096720.00000000000000000000,Right channel: 00000000
535,27128740.00000000000000000000,Left channel: 0002ccf3
536,27160740.00000000000000000000,Right channel: 00000000
537,27192740.00000000000000000000,Left channel: 0000cc0d
538,27224740.00000000000000000000,Right channel: 00000000
539,27256760.00000000000000000000,Left channel: 0000d08b
540,27288760.00000000000000000000,Right channel: 00000000
541,27320760.00000000000000000000,Left channel: 00032094
542,27352760.00000000000000000000,Right channel: 00000000
543,27384760.00000000000000000000,Left channel: 00034a66
544,27416780.00000000000000000000,Right channel: 00000000
545,27448780.00000000000000000000,Left channel: 00ffcfcc
546,27480780.00000000000000000000,Right channel: 00000000
547,27512780.00000000000000000000,Left channel: 00fd9bd4
548,27544800.00000000000000000000,Right channel: 00000000
549,27576800.00000000000000000000,Left channel: 0000dbb3
550,27608800.00000000000000000000,Right channel: 00000000
551,27640800.00000000000000000000,Left channel: 00fea651
552,27672820.00000000000000000000,Right channel: 00000000
553,27704820.00000000000000000000,Left channel: 00fe8467
554,27736820.00000000000000000000,Right channel: 00000000
555,27768820.00000000000000000000,Left channel: 0002d0de
556,27800840.00000000000000000000,Right channel: 00000000
557,27832840.00000000000000000000,Left channel: 000113de
