Id,Time[ns],I²S
57,11830480.00000000000000000000,Left channel: 00fffe53
58,11862480.00000000000000000000,Right channel: 00000000
59,11894480.00000000000000000000,Left channel: 00fff353
60,11926500.00000000000000000000,Right channel: 00000000
61,11958500.00000000000000000000,Left channel: 00ffb942
62,11990500.00000000000000000000,Right channel: 00000000
63,12022500.00000000000000000000,Left channel: 00001686
64,12054500.00000000000000000000,Right channel: 00000000
65,12086520.00000000000000000000,Left channel: 0000cf06
66,12118520.00000000000000000000,Right channel: 00000000
67,12150520.00000000000000000000,Left channel: 00011875
68,12182520.00000000000000000000,Right channel: 00000000
69,12214540.00000000000000000000,Left channel: 00ff5882
70,12246540.00000000000000000000,Right channel: 00000000
71,12278540.00000000000000000000,Left channel: 00ffe369
72,12310540.00000000000000000000,Right channel: 00000000
73,12342560.00000000000000000000,Left channel: 00fed88f
74,12374560.00000000000000000000,Right channel: 00000000
75,12406560.00000000000000000000,Left channel: 0001cdc8
76,12438560.00000000000000000000,Right channel: 00000000
77,12470580.00000000000000000000,Left channel: 00fd33b4
78,12502580.00000000000000000000,Right channel: 00000000
79,12534580.00000000000000000000,Left channel: 000a5725
80,12566580.00000000000000000000,Right channel: 00000000
81,12598580.00000000000000000000,Left channel: 00f8c736
82,12630600.00000000000000000000,Right channel: 00000000
83,12662600.00000000000000000000,Left channel: 00d555f0
84,12694600.00000000000000000000,Right channel: 00000000
85,12726600.00000000000000000000,Left channel: 00e8c888
86,12758620.00000000000000000000,Right channel: 00000000
87,12790620.00000000000000000000,Left channel: 00148113
88,12822620.00000000000000000000,Right channel: 00000000
89,12854620.00000000000000000000,Left channel: 0021859a
90,12886640.00000000000000000000,Right channel: 00000000
91,12918640.00000000000000000000,Left channel: 0008b22c
92,12950640.00000000000000000000,Right channel: 00000000
93,12982640.00000000000000000000,Left channel: 00ffb754
94,13014660.00000000000000000000,Right channel: 00000000
95,13046660.00000000000000000000,Left channel: 00253bad
96,13078660.00000000000000000000,Right channel: 00000000
97,13110660.00000000000000000000,Left channel: 003924b2
98,13142660.00000000000000000000,Right channel: 00000000
99,13174680.00000000000000000000,Left channel: 0013071e
100,13206680.00000000000000000000,Right channel: 00000000
101,13238680.00000000000000000000,Left channel: 00e47c1b
102,13270680.00000000000000000000,Right channel: 00000000
103,13302700.00000000000000000000,Left channel: 00db5407
104,13334700.00000000000000000000,Right channel: 00000000
105,13366700.00000000000000000000,Left channel: 00f0bde5
106,13398700.00000000000000000000,Right channel: 00000000
107,13430720.00000000000000000000,Left channel: 00fad28e
108,13462720.00000000000000000000,Right channel: 00000000
109,13494720.00000000000000000000,Left channel: 00c7cc70
110,13526720.00000000000000000000,Right channel: 00000000
111,13558740.00000000000000000000,Left channel: 00bb84e8
112,13590740.00000000000000000000,Right channel: 00000000
113,13622740.00000000000000000000,Left channel: 0031b728
114,13654740.00000000000000000000,Right channel: 00000000
115,13686740.00000000000000000000,Left channel: 0058b6b3
116,13718760.00000000000000000000,Right channel: 00000000
117,13750760.00000000000000000000,Left channel: 0022e6b3
118,13782760.00000000000000000000,Right channel: 00000000
119,13814760.00000000000000000000,Left channel: 00fe1e9d
120,13846780.00000000000000000000,Right channel: 00000000
121,13878780.00000000000000000000,Left channel: 0010fedf
122,13910780.00000000000000000000,Right channel: 00000000
123,13942780.00000000000000000000,Left channel: 0020186c
124,13974800.00000000000000000000,Right channel: 00000000
125,14006800.00000000000000000000,Left channel: 00036df6
126,14038800.00000000000000000000,Right channel: 00000000
127,14070800.00000000000000000000,Left channel: 00e4c11b
128,14102820.00000000000000000000,Right channel: 00000000
129,14134820.00000000000000000000,Left channel: 00d9b5a0
130,14166820.00000000000000000000,Right channel: 00000000
131,14198820.00000000000000000000,Left channel: 00d2097f
132,14230820.00000000000000000000,Right channel: 00000000
133,14262840.00000000000000000000,Left channel: 00e01371
134,14294840.00000000000000000000,Right channel: 00000000
135,14326840.00000000000000000000,Left channel: 00f0aa62
136,14358840.00000000000000000000,Right channel: 00000000
137,14390860.00000000000000000000,Left channel: 00f421be
138,14422860.00000000000000000000,Right channel: 00000000
139,14454860.00000000000000000000,Left channel: 00fc0fe2
140,14486860.00000000000000000000,Right channel: 00000000
141,14518880.00000000000000000000,Left channel: 0015db84
142,14550880.00000000000000000000,Right channel: 00000000
143,14582880.00000000000000000000,Left channel: 0025e66b
144,14614880.00000000000000000000,Right channel: 00000000
145,14646900.00000000000000000000,Left channel: 001a2c0b
146,14678900.00000000000000000000,Right channel: 00000000
147,14710900.00000000000000000000,Left channel: 0003a49f
148,14742900.00000000000000000000,Right channel: 00000000
149,14774900.00000000000000000000,Left channel: 00f8646b
150,14806920.00000000000000000000,Right channel: 00000000
151,14838920.00000000000000000000,Left channel: 00eeebbe
152,14870920.00000000000000000000,Right channel: 00000000
153,14902920.00000000000000000000,Left channel: 00e5e7e8
154,14934940.00000000000000000000,Right channel: 00000000
155,14966940.00000000000000000000,Left channel: 00eb8edc
156,14998940.00000000000000000000,Right channel: 00000000
157,15030940.00000000000000000000,Left channel: 00ed1a8e
158,15062960.00000000000000000000,Right channel: 00000000
159,15094960.00000000000000000000,Left channel: 00f8bef3
160,15126960.00000000000000000000,Right channel: 00000000
161,15158960.00000000000000000000,Left channel: 00129ea6
162,15190980.00000000000000000000,Right channel: 00000000
163,15222980.00000000000000000000,Left channel: 00219263
164,15254980.00000000000000000000,Right channel: 00000000
165,15286980.00000000000000000000,Left channel: 00197287
166,15318980.00000000000000000000,Right channel: 00000000
167,15351000.00000000000000000000,Left channel: 00038e80
168,15383000.00000000000000000000,Right channel: 00000000
169,15415000.00000000000000000000,Left channel: 00f7577b
170,15447000.00000000000000000000,Right channel: 00000000
171,15479020.00000000000000000000,Left channel: 00fe6cf6
172,15511020.00000000000000000000,Right channel: 00000000
173,15543020.00000000000000000000,Left channel: 0005c7c1
174,15575020.00000000000000000000,Right channel: 00000000
175,15607040.00000000000000000000,Left channel: 00fe85ce
176,15639040.00000000000000000000,Right channel: 00000000
177,15671040.00000000000000000000,Left channel: 00f0df6e
178,15703040.00000000000000000000,Right channel: 00000000
179,15735060.00000000000000000000,Left channel: 00f6dfd1
180,15767060.00000000000000000000,Right channel: 00000000
181,15799060.00000000000000000000,Left channel: 0004d43e
182,15831060.00000000000000000000,Right channel: 00000000
183,15863060.00000000000000000000,Left channel: 0010d075
184,15895080.00000000000000000000,Right channel: 00000000
185,15927080.00000000000000000000,Left channel: 001441ef
186,15959080.00000000000000000000,Right channel: 00000000
187,15991080.00000000000000000000,Left channel: 00112606
188,16023100.00000000000000000000,Right channel: 00000000
189,16055100.00000000000000000000,Left channel: 00091611
190,16087100.00000000000000000000,Right channel: 00000000
191,16119100.00000000000000000000,Left channel: 00fceeea
192,16151120.00000000000000000000,Right channel: 00000000
193,16183120.00000000000000000000,Left channel: 00f8d96b
194,16215120.00000000000000000000,Right channel: 00000000
195,16247120.00000000000000000000,Left channel: 00fcb234
196,16279140.00000000000000000000,Right channel: 00000000
197,16311140.00000000000000000000,Left channel: 00fa32e8
198,16343140.00000000000000000000,Right channel: 00000000
199,16375140.00000000000000000000,Left channel: 00f29666
200,16407140.00000000000000000000,Right channel: 00000000
201,16439160.00000000000000000000,Left channel: 00f91143
202,16471160.00000000000000000000,Right channel: 00000000
203,16503160.00000000000000000000,Left channel: 00089220
204,16535160.00000000000000000000,Right channel: 00000000
205,16567180.00000000000000000000,Left channel: 0007d117
206,16599180.00000000000000000000,Right channel: 00000000
207,16631180.00000000000000000000,Left channel: 0003c663
208,16663180.00000000000000000000,Right channel: 00000000
209,16695200.00000000000000000000,Left channel: 00077320
210,16727200.00000000000000000000,Right channel: 00000000
211,16759200.00000000000000000000,Left channel: 000b00b0
212,16791200.00000000000000000000,Right channel: 00000000
213,16823220.00000000000000000000,Left channel: 000452d5
214,16855220.00000000000000000000,Right channel: 00000000
215,16887220.00000000000000000000,Left channel: 00f87422
216,16919220.00000000000000000000,Right channel: 00000000
217,16951220.00000000000000000000,Left channel: 00f388c4
218,16983240.00000000000000000000,Right channel: 00000000
219,17015240.00000000000000000000,Left channel: 00f7397c
220,17047240.00000000000000000000,Right channel: 00000000
221,17079240.00000000000000000000,Left channel: 0001a024
222,17111260.00000000000000000000,Right channel: 00000000
223,17143260.00000000000000000000,Left channel: 0000a559
224,17175260.00000000000000000000,Right channel: 00000000
225,17207260.00000000000000000000,Left channel: 00f91827
226,17239280.00000000000000000000,Right channel: 00000000
227,17271280.00000000000000000000,Left channel: 00fe44b3
228,17303280.00000000000000000000,Right channel: 00000000
229,17335280.00000000000000000000,Left channel: 00081910
230,17367300.00000000000000000000,Right channel: 00000000
231,17399300.00000000000000000000,Left channel: 000ad031
232,17431300.00000000000000000000,Right channel: 00000000
233,17463300.00000000000000000000,Left channel: 00012028
234,17495300.00000000000000000000,Right channel: 00000000
235,17527320.00000000000000000000,Left channel: 00fc9aed
236,17559320.00000000000000000000,Right channel: 00000000
237,17591320.00000000000000000000,Left channel: 00fd000f
238,17623320.00000000000000000000,Right channel: 00000000
239,17655340.00000000000000000000,Left channel: 00f91a54
240,17687340.00000000000000000000,Right channel: 00000000
241,17719340.00000000000000000000,Left channel: 00f62d4b
242,17751340.00000000000000000000,Right channel: 00000000
243,17783360.00000000000000000000,Left channel: 00f8036a
244,17815360.00000000000000000000,Right channel: 00000000
245,17847360.00000000000000000000,Left channel: 0000307d
246,17879360.00000000000000000000,Right channel: 00000000
247,17911380.00000000000000000000,Left channel: 0000aa45
248,17943380.00000000000000000000,Right channel: 00000000
249,17975380.00000000000000000000,Left channel: 00fdef87
250,18007380.00000000000000000000,Right channel: 00000000
251,18039380.00000000000000000000,Left channel: 00ff91cc
252,18071400.00000000000000000000,Right channel: 00000000
253,18103400.00000000000000000000,Left channel: 0002d28a
254,18135400.00000000000000000000,Right channel: 00000000
255,18167400.00000000000000000000,Left channel: 0004cd28
256,18199420.00000000000000000000,Right channel: 00000000
257,18231420.00000000000000000000,Left channel: 0002399f
258,18263420.00000000000000000000,Right channel: 00000000
259,18295420.00000000000000000000,Left channel: 00fd4daf
260,18327440.00000000000000000000,Right channel: 00000000
261,18359440.00000000000000000000,Left channel: 00fa9fd3
262,18391440.00000000000000000000,Right channel: 00000000
263,18423440.00000000000000000000,Left channel: 00f9da1c
264,18455460.00000000000000000000,Right channel: 00000000
265,18487460.00000000000000000000,Left channel: 00fafa97
266,18519460.00000000000000000000,Right channel: 00000000
267,18551460.00000000000000000000,Left channel: 00f9ceba
268,18583460.00000000000000000000,Right channel: 00000000
269,18615480.00000000000000000000,Left channel: 00fe2554
270,18647480.00000000000000000000,Right channel: 00000000
271,18679480.00000000000000000000,Left channel: 00032f52
272,18711480.00000000000000000000,Right channel: 00000000
273,18743500.00000000000000000000,Left channel: 00020317
274,18775500.00000000000000000000,Right channel: 00000000
275,18807500.00000000000000000000,Left channel: 00041328
276,18839500.00000000000000000000,Right channel: 00000000
277,18871520.00000000000000000000,Left channel: 00074bed
278,18903520.00000000000000000000,Right channel: 00000000
279,18935520.00000000000000000000,Left channel: 0002fc41
280,18967520.00000000000000000000,Right channel: 00000000
281,18999540.00000000000000000000,Left channel: 00fd878c
282,19031540.00000000000000000000,Right channel: 00000000
283,19063540.00000000000000000000,Left channel: 00fe59ca
284,19095540.00000000000000000000,Right channel: 00000000
285,19127540.00000000000000000000,Left channel: 00020951
286,19159560.00000000000000000000,Right channel: 00000000
287,19191560.00000000000000000000,Left channel: 00035143
288,19223560.00000000000000000000,Right channel: 00000000
289,19255560.00000000000000000000,Left channel: 00fe976a
290,19287580.00000000000000000000,Right channel: 00000000
291,19319580.00000000000000000000,Left channel: 00fe1383
292,19351580.00000000000000000000,Right channel: 00000000
293,19383580.00000000000000000000,Left channel: 00042992
294,19415600.00000000000000000000,Right channel: 00000000
295,19447600.00000000000000000000,Left channel: 0003bbf0
296,19479600.00000000000000000000,Right channel: 00000000
297,19511600.00000000000000000000,Left channel: 00ff75af
298,19543620.00000000000000000000,Right channel: 00000000
299,19575620.00000000000000000000,Left channel: 00fe3424
300,19607620.00000000000000000000,Right channel: 00000000
301,19639620.00000000000000000000,Left channel: 00fd33d3
302,19671620.00000000000000000000,Right channel: 00000000
303,19703640.00000000000000000000,Left channel: 00ff0a76
304,19735640.00000000000000000000,Right channel: 00000000
305,19767640.00000000000000000000,Left channel: 00fde833
306,19799640.00000000000000000000,Right channel: 00000000
307,19831660.00000000000000000000,Left channel: 00fd177e
308,19863660.00000000000000000000,Right channel: 00000000
309,19895660.00000000000000000000,Left channel: 00fe8d6b
310,19927660.00000000000000000000,Right channel: 00000000
311,19959680.00000000000000000000,Left channel: 00ffb5c4
312,19991680.00000000000000000000,Right channel: 00000000
313,20023680.00000000000000000000,Left channel: 0004d9a2
314,20055680.00000000000000000000,Right channel: 00000000
315,20087700.00000000000000000000,Left channel: 0004c6b2
316,20119700.00000000000000000000,Right channel: 00000000
317,20151700.00000000000000000000,Left channel: 00fec85f
318,20183700.00000000000000000000,Right channel: 00000000
319,20215700.00000000000000000000,Left channel: 00fb67a2
320,20247720.00000000000000000000,Right channel: 00000000
321,20279720.00000000000000000000,Left channel: 00fb6fc2
322,20311720.00000000000000000000,Right channel: 00000000
323,20343720.00000000000000000000,Left channel: 0000bfe0
324,20375740.00000000000000000000,Right channel: 00000000
325,20407740.00000000000000000000,Left channel: 00023bb8
326,20439740.00000000000000000000,Right channel: 00000000
327,20471740.00000000000000000000,Left channel: 00fdd8b4
328,20503760.00000000000000000000,Right channel: 00000000
329,20535760.00000000000000000000,Left channel: 00fe72f9
330,20567760.00000000000000000000,Right channel: 00000000
331,20599760.00000000000000000000,Left channel: 00013a05
332,20631780.00000000000000000000,Right channel: 00000000
333,20663780.00000000000000000000,Left channel: 00033013
334,20695780.00000000000000000000,Right channel: 00000000
335,20727780.00000000000000000000,Left channel: 00034eb9
336,20759780.00000000000000000000,Right channel: 00000000
337,20791800.00000000000000000000,Left channel: 0001cc30
338,20823800.00000000000000000000,Right channel: 00000000
339,20855800.00000000000000000000,Left channel: 00ffee52
340,20887800.00000000000000000000,Right channel: 00000000
341,20919820.00000000000000000000,Left channel: 00fd58ac
342,20951820.00000000000000000000,Right channel: 00000000
343,20983820.00000000000000000000,Left channel: 00fde363
344,21015820.00000000000000000000,Right channel: 00000000
345,21047840.00000000000000000000,Left channel: 00fce333
346,21079840.00000000000000000000,Right channel: 00000000
347,21111840.00000000000000000000,Left channel: 00f913ea
348,21143840.00000000000000000000,Right channel: 00000000
349,21175860.00000000000000000000,Left channel: 00fb732a
350,21207860.00000000000000000000,Right channel: 00000000
351,21239860.00000000000000000000,Left channel: 00011100
352,21271860.00000000000000000000,Right channel: 00000000
353,21303860.00000000000000000000,Left channel: 0004ebdf
354,21335880.00000000000000000000,Right channel: 00000000
355,21367880.00000000000000000000,Left channel: 000498ce
356,21399880.00000000000000000000,Right channel: 00000000
357,21431880.00000000000000000000,Left channel: 00015831
358,21463900.00000000000000000000,Right channel: 00000000
359,21495900.00000000000000000000,Left channel: 00ff0faa
360,21527900.00000000000000000000,Right channel: 00000000
361,21559900.00000000000000000000,Left channel: 00fdb109
362,21591920.00000000000000000000,Right channel: 00000000
363,21623920.00000000000000000000,Left channel: 00012a57
364,21655920.00000000000000000000,Right channel: 00000000
365,21687920.00000000000000000000,Left channel: 00fe7fc0
366,21719940.00000000000000000000,Right channel: 00000000
367,21751940.00000000000000000000,Left channel: 00f94172
368,21783940.00000000000000000000,Right channel: 00000000
369,21815940.00000000000000000000,Left channel: 00fb56b5
370,21847940.00000000000000000000,Right channel: 00000000
371,21879960.00000000000000000000,Left channel: 00feda31
372,21911960.00000000000000000000,Right channel: 00000000
373,21943960.00000000000000000000,Left channel: 00019652
374,21975960.00000000000000000000,Right channel: 00000000
375,22007980.00000000000000000000,Left channel: 00035f39
376,22039980.00000000000000000000,Right channel: 00000000
377,22071980.00000000000000000000,Left channel: 0001234f
378,22103980.00000000000000000000,Right channel: 00000000
379,22136000.00000000000000000000,Left channel: 0000af7c
380,22168000.00000000000000000000,Right channel: 00000000
381,22200000.00000000000000000000,Left channel: 00fecbbb
382,22232000.00000000000000000000,Right channel: 00000000
383,22264020.00000000000000000000,Left channel: 00ffc8c4
384,22296020.00000000000000000000,Right channel: 00000000
385,22328020.00000000000000000000,Left channel: 00fe8782
386,22360020.00000000000000000000,Right channel: 00000000
387,22392020.00000000000000000000,Left channel: 00fc1a31
388,22424040.00000000000000000000,Right channel: 00000000
389,22456040.00000000000000000000,Left channel: 00fe0368
390,22488040.00000000000000000000,Right channel: 00000000
391,22520040.00000000000000000000,Left channel: 00fcb0d3
392,22552060.00000000000000000000,Right channel: 00000000
393,22584060.00000000000000000000,Left channel: 00ff178e
394,22616060.00000000000000000000,Right channel: 00000000
395,22648060.00000000000000000000,Left channel: 00017e39
396,22680080.00000000000000000000,Right channel: 00000000
397,22712080.00000000000000000000,Left channel: 00ff8332
398,22744080.00000000000000000000,Right channel: 00000000
399,22776080.00000000000000000000,Left channel: 0000409c
400,22808100.00000000000000000000,Right channel: 00000000
401,22840100.00000000000000000000,Left channel: 00ffb844
402,22872100.00000000000000000000,Right channel: 00000000
403,22904100.00000000000000000000,Left channel: 00007ee1
404,22936100.00000000000000000000,Right channel: 00000000
405,22968120.00000000000000000000,Left channel: 00007ab2
406,23000120.00000000000000000000,Right channel: 00000000
407,23032120.00000000000000000000,Left channel: 00fceb09
408,23064120.00000000000000000000,Right channel: 00000000
409,23096140.00000000000000000000,Left channel: 00ffd90d
410,23128140.00000000000000000000,Right channel: 00000000
411,23160140.00000000000000000000,Left channel: 0002ea29
412,23192140.00000000000000000000,Right channel: 00000000
413,23224160.00000000000000000000,Left channel: 0001801e
414,23256160.00000000000000000000,Right channel: 00000000
415,23288160.00000000000000000000,Left channel: 00fe08a3
416,23320160.00000000000000000000,Right channel: 00000000
417,23352180.00000000000000000000,Left channel: 00ff0034
418,23384180.00000000000000000000,Right channel: 00000000
419,23416180.00000000000000000000,Left channel: 000335bf
420,23448180.00000000000000000000,Right channel: 00000000
421,23480180.00000000000000000000,Left channel: 000446a8
422,23512200.00000000000000000000,Right channel: 00000000
423,23544200.00000000000000000000,Left channel: 0003186e
424,23576200.00000000000000000000,Right channel: 00000000
425,23608200.00000000000000000000,Left channel: 00ff108d
426,23640220.00000000000000000000,Right channel: 00000000
427,23672220.00000000000000000000,Left channel: 00fc5571
428,23704220.00000000000000000000,Right channel: 00000000
429,23736220.00000000000000000000,Left channel: 00fd6756
430,23768240.00000000000000000000,Right channel: 00000000
431,23800240.00000000000000000000,Left channel: 00fee883
432,23832240.00000000000000000000,Right channel: 00000000
433,23864240.00000000000000000000,Left channel: 0000586e
434,23896260.00000000000000000000,Right channel: 00000000
435,23928260.00000000000000000000,Left channel: 00ff01b5
436,23960260.00000000000000000000,Right channel: 00000000
437,23992260.00000000000000000000,Left channel: 00011dd8
438,24024260.00000000000000000000,Right channel: 00000000
439,24056280.00000000000000000000,Left channel: 0002a783
440,24088280.00000000000000000000,Right channel: 00000000
441,24120280.00000000000000000000,Left channel: 00009655
442,24152280.00000000000000000000,Right channel: 00000000
443,24184300.00000000000000000000,Left channel: 00fec39d
444,24216300.00000000000000000000,Right channel: 00000000
445,24248300.00000000000000000000,Left channel: 00ffab73
446,24280300.00000000000000000000,Right channel: 00000000
447,24312320.00000000000000000000,Left channel: 000144d2
448,24344320.00000000000000000000,Right channel: 00000000
449,24376320.00000000000000000000,Left channel: 00004b5b
450,24408320.00000000000000000000,Right channel: 00000000
451,24440340.00000000000000000000,Left channel: 00fcceba
452,24472340.00000000000000000000,Right channel: 00000000
453,24504340.00000000000000000000,Left channel: 00fa9397
454,24536340.00000000000000000000,Right channel: 00000000
455,24568340.00000000000000000000,Left channel: 00fc1ae8
456,24600360.00000000000000000000,Right channel: 00000000
457,24632360.00000000000000000000,Left channel: 00fe0f56
458,24664360.00000000000000000000,Right channel: 00000000
459,24696360.00000000000000000000,Left channel: 00fd875f
460,24728380.00000000000000000000,Right channel: 00000000
461,24760380.00000000000000000000,Left channel: 00fbc87c
462,24792380.00000000000000000000,Right channel: 00000000
463,24824380.00000000000000000000,Left channel: 00ff4b1c
464,24856400.00000000000000000000,Right channel: 00000000
465,24888400.00000000000000000000,Left channel: 0003259d
466,24920400.00000000000000000000,Right channel: 00000000
467,24952400.00000000000000000000,Left channel: 0000c500
468,24984420.00000000000000000000,Right channel: 00000000
469,25016420.00000000000000000000,Left channel: 0000bc41
470,25048420.00000000000000000000,Right channel: 00000000
471,25080420.00000000000000000000,Left channel: 00019995
472,25112420.00000000000000000000,Right channel: 00000000
473,25144440.00000000000000000000,Left channel: 00000375
474,25176440.00000000000000000000,Right channel: 00000000
475,25208440.00000000000000000000,Left channel: 00ff09e0
476,25240440.00000000000000000000,Right channel: 00000000
477,25272460.00000000000000000000,Left channel: 00fcd7c1
478,25304460.00000000000000000000,Right channel: 00000000
479,25336460.00000000000000000000,Left channel: 00fe6426
480,25368460.00000000000000000000,Right channel: 00000000
481,25400480.00000000000000000000,Left channel: 00fec628
482,25432480.00000000000000000000,Right channel: 00000000
483,25464480.00000000000000000000,Left channel: 0000c667
484,25496480.00000000000000000000,Right channel: 00000000
485,25528500.00000000000000000000,Left channel: 0000e24b
486,25560500.00000000000000000000,Right channel: 00000000
487,25592500.00000000000000000000,Left channel: 00fe7e35
488,25624500.00000000000000000000,Right channel: 00000000
489,25656500.00000000000000000000,Left channel: 00ff5aef
490,25688520.00000000000000000000,Right channel: 00000000
491,25720520.00000000000000000000,Left channel: 00008a53
492,25752520.00000000000000000000,Right channel: 00000000
493,25784520.00000000000000000000,Left channel: 00040787
494,25816540.00000000000000000000,Right channel: 00000000
495,25848540.00000000000000000000,Left channel: 00035b47
496,25880540.00000000000000000000,Right channel: 00000000
497,25912540.00000000000000000000,Left channel: 00ff54f8
498,25944560.00000000000000000000,Right channel: 00000000
499,25976560.00000000000000000000,Left channel: 00fca960
500,26008560.00000000000000000000,Right channel: 00000000
501,26040560.00000000000000000000,Left channel: 00fc8865
502,26072580.00000000000000000000,Right channel: 00000000
503,26104580.00000000000000000000,Left channel: 00ff1fcb
504,26136580.00000000000000000000,Right channel: 00000000
505,26168580.00000000000000000000,Left channel: 00001842
506,26200580.00000000000000000000,Right channel: 00000000
507,26232600.00000000000000000000,Left channel: 00ffefee
508,26264600.00000000000000000000,Right channel: 00000000
509,26296600.00000000000000000000,Left channel: 00ff44f8
510,26328600.00000000000000000000,Right channel: 00000000
511,26360620.00000000000000000000,Left channel: 000072f3
512,26392620.00000000000000000000,Right channel: 00000000
513,26424620.00000000000000000000,Left channel: 00ffbf2f
514,26456620.00000000000000000000,Right channel: 00000000
515,26488640.00000000000000000000,Left channel: 00ffd387
516,26520640.00000000000000000000,Right channel: 00000000
517,26552640.00000000000000000000,Left channel: 0001c30b
518,26584640.00000000000000000000,Right channel: 00000000
519,26616660.00000000000000000000,Left channel: 000142b2
520,26648660.00000000000000000000,Right channel: 00000000
521,26680660.00000000000000000000,Left channel: 00fee0c6
522,26712660.00000000000000000000,Right channel: 00000000
523,26744660.00000000000000000000,Left channel: 00fd1051
524,26776680.00000000000000000000,Right channel: 00000000
525,26808680.00000000000000000000,Left channel: 00fc2046
526,26840680.00000000000000000000,Right channel: 00000000
527,26872680.00000000000000000000,Left channel: 00fb79b2
528,26904700.00000000000000000000,Right channel: 00000000
529,26936700.00000000000000000000,Left channel: 00ff24f1
530,26968700.00000000000000000000,Right channel: 00000000
531,27000700.00000000000000000000,Left channel: 00012673
532,27032720.00000000000000000000,Right channel: 00000000
533,27064720.00000000000000000000,Left channel: 0000b39d
534,27096720.00000000000000000000,Right channel: 00000000
535,27128720.00000000000000000000,Left channel: 00035b5e
536,27160740.00000000000000000000,Right channel: 00000000
537,27192740.00000000000000000000,Left channel: 0000acec
538,27224740.00000000000000000000,Right channel: 00000000
539,27256740.00000000000000000000,Left channel: 00002ee8
540,27288740.00000000000000000000,Right channel: 00000000
541,27320760.00000000000000000000,Left channel: 0002ba6b
542,27352760.00000000000000000000,Right channel: 00000000
543,27384760.00000000000000000000,Left channel: 00034dc0
544,27416760.00000000000000000000,Right channel: 00000000
545,27448780.00000000000000000000,Left channel: 00ffca0f
546,27480780.00000000000000000000,Right channel: 00000000
547,27512780.00000000000000000000,Left channel: 00fce793
548,27544780.00000000000000000000,Right channel: 00000000
549,27576800.00000000000000000000,Left channel: 00004738
550,27608800.00000000000000000000,Right channel: 00000000
551,27640800.00000000000000000000,Left channel: 00feff56
552,27672800.00000000000000000000,Right channel: 00000000
553,27704820.00000000000000000000,Left channel: 00ff617f
554,27736820.00000000000000000000,Right channel: 00000000
555,27768820.00000000000000000000,Left channel: 0002d636
556,27800820.00000000000000000000,Right channel: 00000000
557,27832820.00000000000000000000,Left channel: 0000b9ed
558,27864840.00000000000000000000,Right channel: 00000000
559,27896840.00000000000000000000,Left channel: 00fdcd66
